ID,Order Date,Product Name,Sales,Quantity,Year
1070,12/5/2020,Art - Dignissimos,791.04,1,2020
1071,12/5/2020,Copiers - Id,464.52,1,2020
1072,12/5/2020,Chairs - Voluptates,991.88,4,2020
1073,12/4/2020,Envelopes - Delectus,660.24,5,2020
1074,12/4/2020,Envelopes - Inventore,401.26,3,2020
1075,12/4/2020,Accessories - Sapiente,776.01,7,2020
1076,12/3/2020,Binders - Quos,395.57,5,2020
1077,12/3/2020,Copiers - Esse,731.9,10,2020
1078,12/3/2020,Copiers - Rem,335.96,5,2020
1079,12/2/2020,Phones - Consectetur,826.98,1,2020
1080,12/2/2020,Machines - Nostrum,495.19,5,2020
1081,12/2/2020,Accessories - Suscipit,66.61,6,2020
1082,12/2/2020,Machines - Doloribus,12,2,2020
1083,12/2/2020,Binders - Possimus,136.33,6,2020
1084,12/2/2020,Bookcases - Earum,967.33,4,2020
1085,12/2/2020,Furnishings - Iste,166.73,3,2020
1086,12/2/2020,Art - Itaque,698.43,10,2020
1087,12/1/2020,Bookcases - Porro,362.98,9,2020
1088,12/1/2020,Paper - Quidem,743.6,10,2020
1089,11/29/2020,Binders - Hic,70.49,3,2020
1090,11/29/2020,Binders - Similique,481.05,6,2020
1091,11/28/2020,Copiers - Veniam,535.41,9,2020
1092,11/28/2020,Copiers - Iure,925.64,2,2020
1093,11/28/2020,Chairs - Totam,601.27,5,2020
1094,11/27/2020,Accessories - Expedita,961.91,9,2020
1095,11/27/2020,Phones - Fuga,106.98,7,2020
1096,11/26/2020,Machines - Molestiae,323.51,2,2020
1097,11/26/2020,Tables - Qui,799.06,1,2020
1098,11/26/2020,Chairs - In,571.48,2,2020
1099,11/26/2020,Furnishings - Exercitationem,24.62,2,2020
1100,11/26/2020,Bookcases - Adipisci,650.28,3,2020
1101,11/25/2020,Envelopes - Aut,200.09,3,2020
1102,11/25/2020,Paper - Enim,430.23,10,2020
1103,11/24/2020,Art - Corrupti,167.68,9,2020
1104,11/24/2020,Envelopes - Dolore,834.9,4,2020
1105,11/24/2020,Art - Dignissimos,461.92,9,2020
1106,11/24/2020,Envelopes - Qui,613.04,3,2020
1107,11/22/2020,Phones - Ipsum,815.91,6,2020
1108,11/22/2020,Binders - Est,307.2,1,2020
1109,11/22/2020,Machines - Doloribus,907.97,5,2020
1110,11/21/2020,Furnishings - Commodi,483.49,4,2020
1111,11/21/2020,Bookcases - Similique,911.06,10,2020
1112,11/21/2020,Machines - Doloribus,500.86,3,2020
1113,11/20/2020,Bookcases - Ut,139.38,2,2020
1114,11/19/2020,Copiers - Eos,411.57,2,2020
1115,11/19/2020,Phones - Illum,261.71,2,2020
1116,11/18/2020,Bookcases - Eveniet,773.41,5,2020
1117,11/18/2020,Accessories - Nam,518.55,4,2020
1118,11/17/2020,Phones - Facere,494.07,10,2020
1119,11/17/2020,Furnishings - Voluptate,20.63,8,2020
1120,11/17/2020,Envelopes - Minima,90.4,7,2020
1121,11/17/2020,Paper - Commodi,900.31,6,2020
1122,11/15/2020,Art - In,212.2,2,2020
1123,11/15/2020,Tables - Temporibus,278.51,8,2020
1124,11/15/2020,Chairs - Quis,795.11,6,2020
1125,11/14/2020,Envelopes - Voluptate,388.18,6,2020
1126,11/13/2020,Phones - Commodi,252.29,1,2020
1127,11/13/2020,Copiers - Necessitatibus,736.59,2,2020
1128,11/13/2020,Machines - Ab,288.47,2,2020
1129,11/13/2020,Chairs - Impedit,579.13,7,2020
1130,11/12/2020,Bookcases - Repudiandae,88.23,4,2020
1131,11/11/2020,Paper - Cum,796.63,10,2020
1132,11/11/2020,Paper - Nesciunt,717.49,4,2020
1133,11/11/2020,Copiers - Nesciunt,815.73,1,2020
1134,11/11/2020,Binders - Ipsa,59.79,8,2020
1135,11/11/2020,Bookcases - Facere,64.81,10,2020
1136,11/10/2020,Phones - Facere,53.17,10,2020
1137,11/10/2020,Envelopes - Id,534.86,8,2020
1138,11/10/2020,Accessories - Voluptates,833.5,10,2020
1139,11/9/2020,Binders - Asperiores,888.72,8,2020
1140,11/9/2020,Envelopes - Laudantium,554.05,1,2020
1141,11/9/2020,Machines - Ut,611.97,9,2020
1142,11/9/2020,Machines - Deserunt,995.97,8,2020
1143,11/8/2020,Binders - Sunt,454.91,1,2020
1144,11/8/2020,Binders - Aperiam,424.51,8,2020
1145,11/8/2020,Chairs - Quod,414.66,7,2020
1146,11/7/2020,Tables - Dolore,289.63,2,2020
1147,11/7/2020,Phones - Aliquid,47.13,8,2020
1148,11/7/2020,Copiers - Adipisci,875.42,6,2020
1149,11/7/2020,Phones - Optio,721.84,1,2020
1150,11/7/2020,Paper - Asperiores,597.64,5,2020
1151,11/7/2020,Accessories - Hic,801.96,1,2020
1152,11/6/2020,Envelopes - Voluptatibus,482.09,3,2020
1153,11/6/2020,Accessories - Natus,521.1,9,2020
1154,11/6/2020,Chairs - Repellendus,652.28,5,2020
1155,11/5/2020,Chairs - Optio,365.35,3,2020
1156,11/5/2020,Chairs - Repellendus,547.49,8,2020
1157,11/4/2020,Furnishings - Beatae,853.69,3,2020
1158,11/4/2020,Chairs - Labore,510.61,3,2020
1159,11/4/2020,Chairs - Doloremque,520.25,10,2020
1160,11/3/2020,Tables - Earum,338.83,8,2020
1161,11/3/2020,Tables - A,367.09,10,2020
1162,11/3/2020,Furnishings - Enim,895.28,9,2020
1163,11/3/2020,Furnishings - Corporis,904.71,4,2020
1164,11/3/2020,Tables - Necessitatibus,770.05,9,2020
1165,11/2/2020,Accessories - Corporis,815.63,1,2020
1166,11/1/2020,Phones - Ratione,667.59,6,2020
1167,11/1/2020,Machines - Id,926.5,2,2020
1168,10/31/2020,Copiers - A,798.79,1,2020
1169,10/31/2020,Art - Delectus,338.76,3,2020
1170,10/31/2020,Tables - Sed,621.51,7,2020
1171,10/31/2020,Furnishings - Aperiam,815.36,8,2020
1172,10/29/2020,Art - Aperiam,267.95,5,2020
1173,10/28/2020,Copiers - Corrupti,309.34,5,2020
1174,10/28/2020,Binders - Autem,35.1,1,2020
1175,10/28/2020,Paper - Eveniet,45.96,5,2020
1176,10/28/2020,Accessories - Deserunt,671.2,2,2020
1177,10/27/2020,Phones - Cum,518.01,2,2020
1178,10/27/2020,Copiers - Ipsa,190.52,10,2020
1179,10/26/2020,Accessories - Consectetur,101.99,8,2020
1180,10/26/2020,Paper - Esse,219.19,2,2020
1181,10/26/2020,Accessories - Possimus,61.46,8,2020
1182,10/26/2020,Art - Esse,659.35,6,2020
1183,10/24/2020,Paper - Eligendi,750.57,10,2020
1184,10/24/2020,Tables - Itaque,179.28,9,2020
1185,10/23/2020,Machines - Dignissimos,850.41,2,2020
1186,10/23/2020,Machines - Nam,76.99,6,2020
1187,10/22/2020,Binders - Et,487.35,9,2020
1188,10/22/2020,Tables - Tenetur,672.84,7,2020
1189,10/22/2020,Envelopes - Earum,544.17,6,2020
1190,10/21/2020,Paper - Mollitia,748.15,9,2020
1191,10/19/2020,Furnishings - Amet,935.07,6,2020
1192,10/18/2020,Tables - Quasi,260.8,8,2020
1193,10/18/2020,Binders - Fugit,270.95,4,2020
1194,10/18/2020,Chairs - Officia,772.09,6,2020
1195,10/17/2020,Binders - Qui,142.74,2,2020
1196,10/17/2020,Phones - Voluptas,427.86,9,2020
1197,10/17/2020,Machines - Dolorum,917.22,1,2020
1198,10/17/2020,Accessories - Ut,734.18,3,2020
1199,10/16/2020,Machines - Debitis,360.99,2,2020
1200,10/16/2020,Furnishings - Illum,900.78,6,2020
1201,10/15/2020,Copiers - Doloremque,178.29,5,2020
1202,10/15/2020,Envelopes - Sapiente,374.27,10,2020
1203,10/15/2020,Paper - Reprehenderit,198.93,8,2020
1204,10/15/2020,Envelopes - Tempore,593.7,8,2020
1205,10/14/2020,Chairs - Accusamus,651.91,3,2020
1206,10/14/2020,Accessories - Et,950.63,8,2020
1207,10/14/2020,Phones - Quidem,31.52,2,2020
1208,10/14/2020,Art - Modi,758.62,9,2020
1209,10/14/2020,Art - Voluptatum,199.21,2,2020
1210,10/14/2020,Tables - Ex,831.23,2,2020
1211,10/13/2020,Phones - Natus,820.93,7,2020
1212,10/12/2020,Bookcases - Accusantium,90.26,9,2020
1213,10/12/2020,Copiers - Alias,984.25,8,2020
1214,10/12/2020,Paper - Tenetur,373.5,10,2020
1215,10/11/2020,Chairs - Repudiandae,604.74,4,2020
1216,10/10/2020,Phones - Debitis,391.02,9,2020
1217,10/10/2020,Machines - Autem,334.88,8,2020
1218,10/10/2020,Accessories - Aspernatur,617.21,8,2020
1219,10/9/2020,Furnishings - Autem,963.26,3,2020
1220,10/9/2020,Copiers - Pariatur,479.18,2,2020
1221,10/8/2020,Chairs - Tempora,946.66,5,2020
1222,10/8/2020,Paper - Et,313.14,6,2020
1223,10/8/2020,Tables - Sed,219.17,10,2020
1224,10/8/2020,Copiers - Repellat,85.11,3,2020
1225,10/7/2020,Bookcases - Delectus,788.89,4,2020
1226,10/7/2020,Envelopes - Minima,60.77,10,2020
1227,10/7/2020,Phones - Nam,551.04,5,2020
1228,10/6/2020,Machines - Sapiente,837.26,1,2020
1229,10/6/2020,Chairs - Quaerat,190.29,6,2020
1230,10/6/2020,Binders - Eius,378.08,3,2020
1231,10/6/2020,Art - Minus,64.83,5,2020
1232,10/5/2020,Bookcases - Amet,945.87,3,2020
1233,10/5/2020,Tables - Tempora,143.76,4,2020
1234,10/5/2020,Art - Molestiae,306.1,5,2020
1235,10/5/2020,Bookcases - Modi,737.52,3,2020
1236,10/5/2020,Bookcases - Excepturi,369.88,3,2020
1237,10/4/2020,Copiers - Nisi,477.39,4,2020
1238,10/4/2020,Tables - Quam,455.67,10,2020
1239,10/4/2020,Bookcases - Beatae,588.37,5,2020
1240,10/4/2020,Envelopes - Voluptate,538.27,2,2020
1241,10/3/2020,Machines - Soluta,571.55,2,2020
1242,10/3/2020,Accessories - Beatae,456.08,8,2020
1243,10/2/2020,Accessories - Tenetur,327.26,5,2020
1244,10/2/2020,Envelopes - Nulla,267.07,1,2020
1245,10/2/2020,Tables - Quasi,16.49,3,2020
1246,10/2/2020,Machines - Numquam,167.88,9,2020
1247,10/2/2020,Chairs - Iusto,283.67,7,2020
1248,10/1/2020,Envelopes - Natus,765.66,7,2020
1249,9/30/2020,Machines - Neque,810.65,2,2020
1250,9/30/2020,Art - Rem,138.48,9,2020
1251,9/30/2020,Chairs - Officiis,840.41,2,2020
1252,9/30/2020,Phones - Sint,556.48,3,2020
1253,9/29/2020,Furnishings - Consequatur,707.83,2,2020
1254,9/29/2020,Chairs - Ipsa,262.97,10,2020
1255,9/29/2020,Tables - Quibusdam,923.72,10,2020
1256,9/29/2020,Copiers - Voluptas,751.96,8,2020
1257,9/29/2020,Binders - Minima,586.28,2,2020
1258,9/28/2020,Phones - Nisi,567.59,7,2020
1259,9/28/2020,Paper - Ab,419.5,5,2020
1260,9/27/2020,Art - Expedita,745.29,2,2020
1261,9/26/2020,Machines - Doloribus,583.94,9,2020
1262,9/26/2020,Accessories - Nihil,389.79,1,2020
1263,9/26/2020,Accessories - Quidem,986.98,3,2020
1264,9/26/2020,Chairs - Pariatur,540.59,4,2020
1265,9/26/2020,Machines - Ea,943.66,4,2020
1266,9/25/2020,Envelopes - Nostrum,760.79,6,2020
1267,9/25/2020,Phones - Sunt,228.84,2,2020
1268,9/25/2020,Copiers - Magnam,257.43,6,2020
1269,9/24/2020,Bookcases - Numquam,597.51,2,2020
1270,9/24/2020,Binders - Fugit,279.22,2,2020
1271,9/24/2020,Furnishings - Accusantium,186.98,7,2020
1272,9/24/2020,Copiers - Labore,874.43,8,2020
1273,9/24/2020,Bookcases - Vero,141.7,5,2020
1274,9/23/2020,Machines - Eos,425.1,6,2020
1275,9/23/2020,Copiers - Dolores,90.12,2,2020
1276,9/23/2020,Art - Non,444.69,10,2020
1277,9/23/2020,Furnishings - Culpa,210.53,6,2020
1278,9/22/2020,Machines - Eos,532.44,6,2020
1279,9/22/2020,Binders - Ea,698.87,7,2020
1280,9/21/2020,Phones - Quo,466.24,3,2020
1281,9/21/2020,Machines - Facilis,451.84,3,2020
1282,9/21/2020,Copiers - Alias,796.04,5,2020
1283,9/20/2020,Bookcases - Expedita,338.19,4,2020
1284,9/19/2020,Chairs - Fuga,633.67,7,2020
1285,9/19/2020,Phones - Repellat,309.34,9,2020
1286,9/18/2020,Envelopes - Sit,736.11,8,2020
1287,9/18/2020,Machines - Perspiciatis,766.32,7,2020
1288,9/18/2020,Envelopes - Possimus,269.52,8,2020
1289,9/18/2020,Copiers - Reprehenderit,828.53,5,2020
1290,9/17/2020,Art - Nam,588.71,6,2020
1291,9/17/2020,Chairs - Magnam,224.73,8,2020
1292,9/16/2020,Machines - Iste,72.49,8,2020
1293,9/16/2020,Bookcases - Eum,737.32,9,2020
1294,9/16/2020,Machines - Mollitia,711.77,1,2020
1295,9/15/2020,Tables - Repellendus,581.07,4,2020
1296,9/15/2020,Envelopes - Nisi,118.63,6,2020
1297,9/15/2020,Chairs - Accusantium,164.58,6,2020
1298,9/15/2020,Copiers - Veritatis,939.03,4,2020
1299,9/14/2020,Envelopes - Eos,139.57,5,2020
1300,9/14/2020,Furnishings - Molestias,655.06,5,2020
1301,9/14/2020,Paper - Exercitationem,420.79,9,2020
1302,9/13/2020,Tables - Ad,80.61,2,2020
1303,9/12/2020,Phones - Odio,737.2,2,2020
1304,9/11/2020,Paper - Minima,538.75,5,2020
1305,9/10/2020,Paper - Beatae,460.02,10,2020
1306,9/10/2020,Furnishings - Optio,638.05,4,2020
1307,9/9/2020,Bookcases - Accusamus,225.87,1,2020
1308,9/9/2020,Paper - Laboriosam,197.02,6,2020
1309,9/9/2020,Binders - Quidem,610.89,8,2020
1310,9/8/2020,Paper - Ad,280.86,6,2020
1311,9/8/2020,Envelopes - Cumque,897.56,1,2020
1312,9/8/2020,Accessories - Blanditiis,784.32,10,2020
1313,9/8/2020,Art - Expedita,324.12,7,2020
1314,9/8/2020,Accessories - Reprehenderit,883.32,8,2020
1315,9/7/2020,Furnishings - Animi,703.79,8,2020
1316,9/7/2020,Tables - Id,529.35,6,2020
1317,9/7/2020,Copiers - Iste,13.46,1,2020
1318,9/7/2020,Phones - Temporibus,577.17,2,2020
1319,9/7/2020,Tables - Ad,60.99,10,2020
1320,9/7/2020,Paper - Similique,607.2,10,2020
1321,9/6/2020,Binders - Perferendis,789.26,10,2020
1322,9/5/2020,Machines - Quisquam,201.99,4,2020
1323,9/5/2020,Accessories - Hic,24.07,7,2020
1324,9/4/2020,Envelopes - Natus,440.03,7,2020
1325,9/4/2020,Copiers - Facilis,730.3,10,2020
1326,9/4/2020,Bookcases - Quam,20.73,10,2020
1327,9/4/2020,Binders - Rem,407.26,8,2020
1328,9/4/2020,Binders - Quaerat,989.86,3,2020
1329,9/3/2020,Phones - Consequatur,874.97,3,2020
1330,9/3/2020,Binders - Illo,992.46,4,2020
1331,9/2/2020,Machines - Rerum,188.27,6,2020
1332,9/2/2020,Chairs - Accusamus,489.22,3,2020
1333,9/1/2020,Art - Deleniti,148.89,6,2020
1334,8/31/2020,Phones - Consectetur,270.15,7,2020
1335,8/30/2020,Phones - Amet,850.27,9,2020
1336,8/30/2020,Accessories - Animi,573.81,9,2020
1337,8/30/2020,Bookcases - Eos,23.85,7,2020
1338,8/29/2020,Art - Recusandae,691.04,7,2020
1339,8/29/2020,Paper - Possimus,702.8,7,2020
1340,8/28/2020,Binders - Rem,480.12,9,2020
1341,8/28/2020,Binders - Tempore,16.84,9,2020
1342,8/28/2020,Copiers - Nam,867.87,3,2020
1343,8/27/2020,Art - Ipsum,24.36,7,2020
1344,8/27/2020,Machines - Voluptatibus,795.72,4,2020
1345,8/27/2020,Paper - Nemo,400.98,2,2020
1346,8/27/2020,Paper - Nostrum,213.85,10,2020
1347,8/27/2020,Copiers - Ut,628.17,7,2020
1348,8/26/2020,Binders - Quos,222.31,2,2020
1349,8/26/2020,Copiers - Tempora,687.45,4,2020
1350,8/26/2020,Chairs - Repellat,642.1,1,2020
1351,8/26/2020,Binders - Laboriosam,543.39,4,2020
1352,8/26/2020,Phones - Architecto,276.26,7,2020
1353,8/25/2020,Copiers - Voluptates,847.47,5,2020
1354,8/25/2020,Binders - Repellendus,395.61,2,2020
1355,8/25/2020,Binders - Explicabo,851.5,1,2020
1356,8/25/2020,Tables - Voluptate,332.81,5,2020
1357,8/25/2020,Chairs - Odit,34.64,4,2020
1358,8/25/2020,Paper - Numquam,428.52,9,2020
1359,8/24/2020,Paper - Quisquam,873.91,3,2020
1360,8/24/2020,Bookcases - Laborum,301.95,1,2020
1361,8/24/2020,Binders - Voluptas,874.29,1,2020
1362,8/23/2020,Furnishings - Consequatur,49.36,7,2020
1363,8/23/2020,Binders - Autem,891.82,2,2020
1364,8/22/2020,Accessories - Necessitatibus,901.81,3,2020
1365,8/22/2020,Paper - Dolorum,724.27,10,2020
1366,8/21/2020,Furnishings - Culpa,614.31,3,2020
1367,8/21/2020,Envelopes - Reprehenderit,889.35,2,2020
1368,8/20/2020,Accessories - Nobis,176.63,7,2020
1369,8/20/2020,Tables - Itaque,242.39,10,2020
1370,8/20/2020,Binders - Laborum,207.28,1,2020
1371,8/19/2020,Copiers - Dignissimos,805.17,2,2020
1372,8/18/2020,Art - Nulla,536.95,8,2020
1373,8/18/2020,Chairs - Dicta,542.06,7,2020
1374,8/18/2020,Art - Iusto,467.82,7,2020
1375,8/18/2020,Binders - Magnam,550.69,6,2020
1376,8/17/2020,Copiers - Facilis,830.44,7,2020
1377,8/17/2020,Tables - Culpa,523.98,8,2020
1378,8/16/2020,Binders - Voluptatem,859.22,6,2020
1379,8/16/2020,Machines - Incidunt,546.6,9,2020
1380,8/15/2020,Paper - Iure,856.59,10,2020
1381,8/15/2020,Binders - Corporis,231.92,1,2020
1382,8/15/2020,Paper - A,457.46,10,2020
1383,8/14/2020,Paper - Consequuntur,447.73,5,2020
1384,8/14/2020,Art - Labore,604.61,1,2020
1385,8/14/2020,Envelopes - Laborum,123.37,5,2020
1386,8/13/2020,Bookcases - Et,139.71,9,2020
1387,8/13/2020,Chairs - Cupiditate,403.59,10,2020
1388,8/12/2020,Paper - Magni,586.35,6,2020
1389,8/11/2020,Tables - Quam,930.34,2,2020
1390,8/11/2020,Paper - Quos,732.49,5,2020
1391,8/11/2020,Furnishings - Dolor,783.94,1,2020
1392,8/10/2020,Paper - Culpa,697.69,2,2020
1393,8/10/2020,Binders - Fugiat,833.23,9,2020
1394,8/10/2020,Bookcases - Tempora,73.47,9,2020
1395,8/10/2020,Art - Accusantium,640.79,10,2020
1396,8/10/2020,Accessories - Blanditiis,511.82,10,2020
1397,8/8/2020,Binders - Dolor,225.15,10,2020
1398,8/7/2020,Phones - Voluptate,85.93,4,2020
1399,8/7/2020,Envelopes - Itaque,500.97,10,2020
1400,8/7/2020,Furnishings - Officiis,399.24,9,2020
1401,8/7/2020,Binders - Necessitatibus,878,8,2020
1402,8/6/2020,Phones - Iusto,122.59,4,2020
1403,8/6/2020,Bookcases - Ea,774.99,1,2020
1404,8/6/2020,Machines - Voluptatum,470.07,2,2020
1405,8/6/2020,Tables - Qui,556.12,6,2020
1406,8/6/2020,Accessories - Soluta,67.85,1,2020
1407,8/6/2020,Accessories - Facilis,277.58,7,2020
1408,8/5/2020,Accessories - Fugit,50.83,2,2020
1409,8/5/2020,Bookcases - Neque,383.73,7,2020
1410,8/5/2020,Binders - Quam,575.37,6,2020
1411,8/5/2020,Phones - Consequuntur,329.46,2,2020
1412,8/4/2020,Envelopes - Est,505.21,6,2020
1413,8/4/2020,Phones - Tenetur,927.58,7,2020
1414,8/2/2020,Art - Quis,241,1,2020
1415,8/2/2020,Copiers - Quia,631.45,4,2020
1416,8/1/2020,Binders - Non,660.49,3,2020
1417,8/1/2020,Chairs - Odio,219.57,1,2020
1418,8/1/2020,Accessories - Sit,263.21,8,2020
1419,7/30/2020,Envelopes - Ullam,847.51,8,2020
1420,7/30/2020,Furnishings - Non,932.98,7,2020
1421,7/29/2020,Binders - Eveniet,957.29,3,2020
1422,7/29/2020,Paper - Non,938.3,9,2020
1423,7/29/2020,Accessories - Quasi,38.52,6,2020
1424,7/28/2020,Chairs - Maiores,349.42,2,2020
1425,7/28/2020,Chairs - Corporis,266.91,1,2020
1426,7/28/2020,Chairs - Consequuntur,376.37,9,2020
1427,7/27/2020,Bookcases - Deleniti,294.37,9,2020
1428,7/26/2020,Accessories - Optio,19.05,9,2020
1429,7/26/2020,Phones - Debitis,535.51,3,2020
1430,7/26/2020,Binders - Commodi,731.32,4,2020
1431,7/25/2020,Binders - Asperiores,990.36,7,2020
1432,7/25/2020,Paper - Sapiente,998.36,3,2020
1433,7/25/2020,Art - Magnam,392.73,5,2020
1434,7/24/2020,Phones - Eos,530.57,9,2020
1435,7/23/2020,Tables - Ullam,446.52,6,2020
1436,7/23/2020,Bookcases - Aliquid,189.09,3,2020
1437,7/23/2020,Paper - Accusantium,258.62,5,2020
1438,7/23/2020,Accessories - Occaecati,369.16,1,2020
1439,7/23/2020,Chairs - Nulla,633.47,10,2020
1440,7/22/2020,Machines - Ut,382.76,8,2020
1441,7/22/2020,Accessories - Possimus,749.34,7,2020
1442,7/22/2020,Accessories - Quae,364.08,5,2020
1443,7/22/2020,Bookcases - Molestiae,923.52,5,2020
1444,7/21/2020,Machines - Aliquid,961.57,1,2020
1445,7/21/2020,Phones - Eum,669.57,10,2020
1446,7/20/2020,Paper - Voluptatibus,712.01,9,2020
1447,7/19/2020,Binders - Sapiente,782.63,6,2020
1448,7/19/2020,Furnishings - Consectetur,430.39,3,2020
1449,7/19/2020,Bookcases - Velit,508.74,5,2020
1450,7/18/2020,Phones - Modi,948.11,4,2020
1451,7/18/2020,Chairs - Occaecati,618.86,9,2020
1452,7/18/2020,Envelopes - Blanditiis,544.27,2,2020
1453,7/18/2020,Tables - Fugit,999.83,4,2020
1454,7/18/2020,Machines - Natus,920.13,2,2020
1455,7/18/2020,Chairs - Distinctio,566.44,1,2020
1456,7/17/2020,Tables - Aperiam,714.28,4,2020
1457,7/17/2020,Bookcases - Fugiat,841.01,9,2020
1458,7/17/2020,Tables - Ipsum,81.63,2,2020
1459,7/16/2020,Machines - Voluptate,510.75,3,2020
1460,7/16/2020,Machines - Recusandae,355.82,4,2020
1461,7/16/2020,Furnishings - Ad,854.68,2,2020
1462,7/14/2020,Art - Enim,254.92,7,2020
1463,7/14/2020,Accessories - Asperiores,342.29,3,2020
1464,7/14/2020,Chairs - Ipsum,560.43,8,2020
1465,7/14/2020,Machines - Doloremque,476.02,10,2020
1466,7/13/2020,Binders - Impedit,701.23,8,2020
1467,7/13/2020,Chairs - Quam,849.62,4,2020
1468,7/13/2020,Bookcases - Esse,747.7,5,2020
1469,7/13/2020,Envelopes - Nam,135,6,2020
1470,7/12/2020,Accessories - Exercitationem,462.18,5,2020
1471,7/12/2020,Furnishings - Tempore,625.1,9,2020
1472,7/11/2020,Phones - Laudantium,971.54,6,2020
1473,7/10/2020,Binders - Cupiditate,353.38,1,2020
1474,7/10/2020,Tables - Laborum,269.02,9,2020
1475,7/9/2020,Phones - Natus,538.95,1,2020
1476,7/8/2020,Phones - Debitis,746.11,7,2020
1477,7/8/2020,Accessories - Illum,379.94,2,2020
1478,7/8/2020,Paper - Nihil,614.39,5,2020
1479,7/7/2020,Paper - Voluptatum,784.2,9,2020
1480,7/7/2020,Bookcases - Esse,305.46,8,2020
1481,7/7/2020,Bookcases - Distinctio,862.17,7,2020
1482,7/7/2020,Accessories - Ducimus,71.79,10,2020
1483,7/7/2020,Machines - Cupiditate,166.25,9,2020
1484,7/6/2020,Art - Cupiditate,530.95,3,2020
1485,7/6/2020,Envelopes - Aut,488.29,1,2020
1486,7/6/2020,Paper - Ratione,849.61,1,2020
