crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Other  Rabi pulses,2009,Rabi       ,Andhra Pradesh,2666.0,2314.0,711.0,415416.12,453.22,0.59
Other Kharif pulses,2009,Kharif     ,Andhra Pradesh,2814.0,1269.0,711.0,438477.48,478.38,0.438
Potato,2009,Whole Year ,Andhra Pradesh,5040.0,57159.0,711.0,785332.8,856.8,10.294
Ragi,2009,Kharif     ,Andhra Pradesh,38906.0,41951.0,711.0,6062332.92,6614.02,1.08
Ragi,2009,Rabi       ,Andhra Pradesh,6322.0,11751.0,711.0,985094.04,1074.74,1.824545455
Rapeseed &Mustard,2009,Rabi       ,Andhra Pradesh,4309.0,2576.0,711.0,671428.38,732.53,0.3125
Rice,2009,Kharif     ,Andhra Pradesh,2062870.0,5956396.0,711.0,321436403.4,350687.9,2.790909091
Rice,2009,Rabi       ,Andhra Pradesh,1377866.0,4881871.0,711.0,214699080.1,234237.22,3.098636364
Safflower,2009,Rabi       ,Andhra Pradesh,14273.0,6079.0,711.0,2224018.86,2426.41,0.4325
Sesamum,2009,Kharif     ,Andhra Pradesh,47184.0,9335.0,711.0,7352210.88,8021.28,0.200952381
Sesamum,2009,Rabi       ,Andhra Pradesh,43286.0,11397.0,711.0,6744824.52,7358.62,0.2655
Small millets,2009,Kharif     ,Andhra Pradesh,24322.0,8590.0,711.0,3789854.04,4134.74,0.461818182
Small millets,2009,Rabi       ,Andhra Pradesh,1114.0,1004.0,711.0,173583.48,189.38,0.745
Soyabean,2009,Kharif     ,Andhra Pradesh,156296.0,128785.0,711.0,24354042.72,26570.32,0.703636364
Sugarcane,2009,Whole Year ,Andhra Pradesh,157834.0,11695863.0,711.0,24593693.88,26831.78,83.372
Sunflower,2009,Whole Year ,Andhra Pradesh,350523.0,270089.0,711.0,54618493.86,59588.91,0.929090909
Sweet potato,2009,Whole Year ,Andhra Pradesh,886.0,6781.0,711.0,138056.52,150.62,7.28625
Tapioca,2009,Whole Year ,Andhra Pradesh,11234.0,146366.0,711.0,1750481.88,1909.78,9.916666667
Tobacco,2009,Whole Year ,Andhra Pradesh,258386.0,724059.0,711.0,40261706.52,43925.62,4.295121951
Urad,2009,Kharif     ,Andhra Pradesh,82940.0,12732.0,711.0,12923710.8,14099.8,0.2605
Urad,2009,Rabi       ,Andhra Pradesh,346178.0,255694.0,711.0,53941455.96,58850.26,0.640952381
Wheat,2009,Rabi       ,Andhra Pradesh,9872.0,10319.0,711.0,1538255.04,1678.24,0.95
Arecanut,2009,Whole Year ,Assam,68947.0,68556.0,1727.1,10743321.54,11720.99,0.981851852
Arhar/Tur,2009,Kharif     ,Assam,6191.0,4408.0,1727.1,964681.62,1052.47,0.707037037
Banana,2009,Whole Year ,Assam,44980.0,621747.0,1727.1,7008783.6,7646.6,13.76888889
Black pepper,2009,Whole Year ,Assam,2967.0,4398.0,1727.1,462317.94,504.39,1.577777778
Castor seed,2009,Kharif     ,Assam,1157.0,492.0,1727.1,180283.74,196.69,0.427916667
Coconut ,2009,Whole Year ,Assam,20368.0,185962000.0,1727.1,3173741.76,3462.56,8446.091481
Cotton(lint),2009,Kharif     ,Assam,1646.0,782.0,1727.1,256479.72,279.82,0.51625
Dry chillies,2009,Whole Year ,Assam,17111.0,11727.0,1727.1,2666236.02,2908.87,0.65962963
Ginger,2009,Whole Year ,Assam,15690.0,107893.0,1727.1,2444815.8,2667.3,6.941481481
Gram,2009,Rabi       ,Assam,1725.0,887.0,1727.1,268789.5,293.25,0.505925926
Jute,2009,Kharif     ,Assam,65270.0,713294.0,1727.1,10170371.4,11095.9,10.61148148
Linseed,2009,Rabi       ,Assam,7003.0,3578.0,1727.1,1091207.46,1190.51,0.481666667
Maize,2009,Kharif     ,Assam,19481.0,13981.0,1727.1,3035529.42,3311.77,0.617407407
Masoor,2009,Rabi       ,Assam,23227.0,11661.0,1727.1,3619231.14,3948.59,0.498148148
Mesta,2009,Kharif     ,Assam,5000.0,25437.0,1727.1,779100.0,850.0,4.705217391
Moong(Green Gram),2009,Rabi       ,Assam,7519.0,3439.0,1727.1,1171610.58,1278.23,0.447037037
Niger seed,2009,Kharif     ,Assam,7645.0,3925.0,1727.1,1191243.9,1299.65,0.51
Onion,2009,Whole Year ,Assam,6785.0,15801.0,1727.1,1057238.7,1153.45,2.375185185
Peas & beans (Pulses),2009,Rabi       ,Assam,22013.0,13412.0,1727.1,3430065.66,3742.21,0.623703704
Potato,2009,Whole Year ,Assam,82629.0,600153.0,1727.1,12875250.78,14046.93,7.163703704
Rapeseed &Mustard,2009,Rabi       ,Assam,248700.0,131493.0,1727.1,38752434.0,42279.0,0.512962963
Rice,2009,Autumn     ,Assam,340830.0,334655.0,1727.1,53108130.6,57941.1,1.070740741
Rice,2009,Summer     ,Assam,394442.0,859790.0,1727.1,61461952.44,67055.14,1.903703704
Rice,2009,Winter     ,Assam,1762324.0,3213979.0,1727.1,274605325.7,299595.08,1.780740741
Sesamum,2009,Kharif     ,Assam,11641.0,6603.0,1727.1,1813900.62,1978.97,0.493333333
Small millets,2009,Kharif     ,Assam,6260.0,3246.0,1727.1,975433.2,1064.2,0.750384615
Sugarcane,2009,Whole Year ,Assam,27165.0,1062418.0,1727.1,4232850.3,4618.05,38.25
Sweet potato,2009,Whole Year ,Assam,6806.0,23969.0,1727.1,1060510.92,1157.02,3.410740741
Tapioca,2009,Whole Year ,Assam,3205.0,15286.0,1727.1,499403.1,544.85,4.463076923
Tobacco,2009,Whole Year ,Assam,591.0,320.0,1727.1,92089.62,100.47,0.631923077
Turmeric,2009,Whole Year ,Assam,13883.0,9719.0,1727.1,2163249.06,2360.11,0.744074074
Urad,2009,Rabi       ,Assam,43353.0,24558.0,1727.1,6755264.46,7370.01,0.565925926
Wheat,2009,Rabi       ,Assam,60067.0,65301.0,1727.1,9359639.94,10211.39,1.097037037
Arecanut,2009,Whole Year ,Karnataka,195802.0,1243385.0,1321.0,30509867.64,33286.34,6.21047619
Arhar/Tur,2009,Kharif     ,Karnataka,604305.0,279760.0,1321.0,94162805.1,102731.85,0.526923077
Bajra,2009,Kharif     ,Karnataka,304229.0,130201.0,1321.0,47404962.78,51718.93,0.446666667
Bajra,2009,Rabi       ,Karnataka,124.0,138.0,1321.0,19321.68,21.08,0.945
Bajra,2009,Summer     ,Karnataka,754.0,707.0,1321.0,117488.28,128.18,0.935
Banana,2009,Whole Year ,Karnataka,63981.0,1407316.0,1321.0,9969519.42,10876.77,21.92
Black pepper,2009,Whole Year ,Karnataka,19706.0,73143.0,1321.0,3070588.92,3350.02,3.701538462
Cardamom,2009,Whole Year ,Karnataka,19178.0,1267.0,1321.0,2988315.96,3260.26,0.085
Cashewnut,2009,Whole Year ,Karnataka,63314.0,48008.0,1321.0,9865587.48,10763.38,0.764545455
Castor seed,2009,Kharif     ,Karnataka,17829.0,11525.0,1321.0,2778114.78,3030.93,0.645909091
Coconut ,2009,Whole Year ,Karnataka,429860.0,3056353000.0,1321.0,66980785.2,73076.2,7084.002414
Coriander,2009,Whole Year ,Karnataka,6580.0,3224.0,1321.0,1025295.6,1118.6,0.498095238
Cotton(lint),2009,Whole Year ,Karnataka,456802.0,705079.0,1321.0,71178887.64,77656.34,1.6005
Dry chillies,2009,Rabi       ,Karnataka,6354.0,18944.0,1321.0,990080.28,1080.18,2.896071429
Dry chillies,2009,Summer     ,Karnataka,6605.0,30415.0,1321.0,1029191.1,1122.85,4.545416667
Garlic,2009,Whole Year ,Karnataka,4698.0,6603.0,1321.0,732042.36,798.66,1.794615385
Ginger,2009,Whole Year ,Karnataka,44837.0,1411977.0,1321.0,6986501.34,7622.29,31.71
Gram,2009,Kharif     ,Karnataka,114622.0,60384.0,1321.0,17860400.04,19485.74,0.4852
Gram,2009,Rabi       ,Karnataka,112804.0,52780.0,1321.0,17577119.28,19176.68,0.455714286
Groundnut,2009,Kharif     ,Karnataka,609042.0,289045.0,1321.0,94900924.44,103537.14,0.577692308
Groundnut,2009,Rabi       ,Karnataka,208508.0,168308.0,1321.0,32489716.56,35446.36,0.949642857
Horse-gram,2009,Kharif     ,Karnataka,114622.0,60384.0,1321.0,17860400.04,19485.74,0.4852
Horse-gram,2009,Rabi       ,Karnataka,112804.0,52780.0,1321.0,17577119.28,19176.68,0.455714286
Jowar,2009,Kharif     ,Karnataka,246290.0,240968.0,1321.0,38376907.8,41869.3,0.9875
Jowar,2009,Rabi       ,Karnataka,1117147.0,1046387.0,1321.0,174073845.5,189914.99,0.8765
Jowar,2009,Summer     ,Karnataka,5973.0,8824.0,1321.0,930712.86,1015.41,1.498461538
Linseed,2009,Rabi       ,Karnataka,12456.0,3657.0,1321.0,1940893.92,2117.52,0.333333333
Maize,2009,Kharif     ,Karnataka,1108434.0,2585194.0,1321.0,172716185.9,188433.78,2.418148148
Maize,2009,Rabi       ,Karnataka,103702.0,262272.0,1321.0,16158845.64,17629.34,2.43962963
Maize,2009,Summer     ,Karnataka,28341.0,77530.0,1321.0,4416094.62,4817.97,2.839642857
Mesta,2009,Whole Year ,Karnataka,1300.0,1885.0,1321.0,202566.0,221.0,1.324
Moong(Green Gram),2009,Kharif     ,Karnataka,370345.0,45514.0,1321.0,57707157.9,62958.65,0.199565217
Moong(Green Gram),2009,Rabi       ,Karnataka,8958.0,2349.0,1321.0,1395835.56,1522.86,0.28
Niger seed,2009,Kharif     ,Karnataka,26380.0,9250.0,1321.0,4110531.6,4484.6,0.33375
Onion,2009,Kharif     ,Karnataka,174311.0,615452.0,1321.0,27161140.02,29632.87,4.2968
Onion,2009,Rabi       ,Karnataka,13815.0,81847.0,1321.0,2152653.3,2348.55,7.0895
Onion,2009,Summer     ,Karnataka,3777.0,28828.0,1321.0,588532.14,642.09,7.65
Other  Rabi pulses,2009,Rabi       ,Karnataka,33735.0,9510.0,1321.0,5256587.7,5734.95,0.293448276
Other Kharif pulses,2009,Kharif     ,Karnataka,114169.0,82364.0,1321.0,17789813.58,19408.73,0.6076
Potato,2009,Kharif     ,Karnataka,28305.0,175087.0,1321.0,4410485.1,4811.85,6.492666667
Potato,2009,Rabi       ,Karnataka,5890.0,86967.0,1321.0,917779.8,1001.3,15.23416667
Potato,2009,Summer     ,Karnataka,2913.0,46821.0,1321.0,453903.66,495.21,15.96166667
Ragi,2009,Kharif     ,Karnataka,728828.0,1136495.0,1321.0,113565979.0,123900.76,1.337142857
Ragi,2009,Rabi       ,Karnataka,27562.0,44924.0,1321.0,4294710.84,4685.54,1.834285714
Ragi,2009,Summer     ,Karnataka,7984.0,14970.0,1321.0,1244066.88,1357.28,1.778
Rapeseed &Mustard,2009,Rabi       ,Karnataka,5116.0,1493.0,1321.0,797175.12,869.72,0.29
Rice,2009,Kharif     ,Karnataka,1102221.0,2734838.0,1321.0,171748076.2,187377.57,2.397931034
Rice,2009,Rabi       ,Karnataka,37747.0,84636.0,1321.0,5881737.54,6416.99,2.416666667
Rice,2009,Summer     ,Karnataka,346510.0,1057933.0,1321.0,53993188.2,58906.7,2.806923077
Safflower,2009,Rabi       ,Karnataka,67924.0,51941.0,1321.0,10583917.68,11547.08,0.694
Sannhamp,2009,Whole Year ,Karnataka,282.0,70.0,1321.0,43941.24,47.94,0.163333333
Sesamum,2009,Kharif     ,Karnataka,76280.0,31039.0,1321.0,11885949.6,12967.6,0.437307692
Small millets,2009,Kharif     ,Karnataka,26682.0,13089.0,1321.0,4157589.24,4535.94,0.4905
Soyabean,2009,Kharif     ,Karnataka,183688.0,82396.0,1321.0,28622264.16,31226.96,0.413
Sugarcane,2009,Whole Year ,Karnataka,336521.0,32285023.0,1321.0,52436702.22,57208.57,94.28791667
Sunflower,2009,Kharif     ,Karnataka,389147.0,111835.0,1321.0,60636885.54,66154.99,0.36
Sunflower,2009,Rabi       ,Karnataka,376475.0,114919.0,1321.0,58662334.5,64000.75,0.54826087
Sunflower,2009,Summer     ,Karnataka,28543.0,24563.0,1321.0,4447570.26,4852.31,0.95952381
Sweet potato,2009,Whole Year ,Karnataka,2397.0,15751.0,1321.0,373500.54,407.49,6.936666667
Tapioca,2009,Whole Year ,Karnataka,881.0,8161.0,1321.0,137277.42,149.77,9.647777778
Tobacco,2009,Whole Year ,Karnataka,118168.0,90957.0,1321.0,18412937.76,20088.56,0.799411765
Turmeric,2009,Whole Year ,Karnataka,17873.0,89932.0,1321.0,2784970.86,3038.41,4.762941176
Urad,2009,Kharif     ,Karnataka,109099.0,9259.0,1321.0,16999806.18,18546.83,0.153181818
Urad,2009,Rabi       ,Karnataka,9092.0,3548.0,1321.0,1416715.44,1545.64,0.372307692
Wheat,2009,Rabi       ,Karnataka,283427.0,263877.0,1321.0,44163595.14,48182.59,0.919285714
Arecanut,2009,Whole Year ,Kerala,99190.0,116763.0,2821.5,15455785.8,16862.3,0.976428571
Banana,2009,Whole Year ,Kerala,51275.0,406242.0,2821.5,7989670.5,8716.75,7.835714286
Black pepper,2009,Whole Year ,Kerala,171489.0,42460.0,2821.5,26721415.98,29153.13,0.190714286
Cardamom,2009,Whole Year ,Kerala,41593.0,7800.0,2821.5,6481021.26,7070.81,0.057777778
Cashewnut,2009,Whole Year ,Kerala,48972.0,35818.0,2821.5,7630817.04,8325.24,0.482857143
Coconut ,2009,Whole Year ,Kerala,778618.0,5667000000.0,2821.5,121324256.8,132365.06,6728.865
Cotton(lint),2009,Kharif     ,Kerala,1018.0,1324.0,2821.5,158624.76,173.06,1.3
Garlic,2009,Whole Year ,Kerala,336.0,5712.0,2821.5,52355.52,57.12,17.0
Ginger,2009,Whole Year ,Kerala,5408.0,28603.0,2821.5,842674.56,919.36,3.402142857
Groundnut,2009,Kharif     ,Kerala,1340.0,992.0,2821.5,208798.8,227.8,0.87
Jowar,2009,Kharif     ,Kerala,2547.0,1305.0,2821.5,396873.54,432.99,0.6675
Other Cereals,2009,Kharif     ,Kerala,226.0,176.0,2821.5,35215.32,38.42,0.765
Ragi,2009,Kharif     ,Kerala,293.0,236.0,2821.5,45655.26,49.81,0.405
Rice,2009,Autumn     ,Kerala,77249.0,192050.0,2821.5,12036939.18,13132.33,2.303076923
Rice,2009,Summer     ,Kerala,49279.0,134005.0,2821.5,7678653.78,8377.43,2.385
Rice,2009,Winter     ,Kerala,107485.0,272284.0,2821.5,16748312.7,18272.45,2.286428571
Sesamum,2009,Kharif     ,Kerala,608.0,206.0,2821.5,94738.56,103.36,0.28
Sugarcane,2009,Whole Year ,Kerala,2972.0,284970.0,2821.5,463097.04,505.24,50.8875
Sweet potato,2009,Whole Year ,Kerala,399.0,4575.0,2821.5,62172.18,67.83,11.49857143
Tapioca,2009,Whole Year ,Kerala,74925.0,2525384.0,2821.5,11674813.5,12737.25,34.51142857
Tobacco,2009,Whole Year ,Kerala,29.0,34.0,2821.5,4518.78,4.93,1.17
Turmeric,2009,Whole Year ,Kerala,2438.0,6066.0,2821.5,379889.16,414.46,2.276428571
Arecanut,2009,Whole Year ,Meghalaya,13621.0,19396.0,2995.9,2122424.22,2315.57,1.248571429
Arhar/Tur,2009,Kharif     ,Meghalaya,781.0,612.0,2995.9,121695.42,132.77,0.79
Banana,2009,Kharif     ,Meghalaya,6802.0,78822.0,2995.9,1059887.64,1156.34,10.4
Black pepper,2009,Whole Year ,Meghalaya,890.0,461.0,2995.9,138679.8,151.3,0.505714286
Castor seed,2009,Kharif     ,Meghalaya,29.0,15.0,2995.9,4518.78,4.93,0.5
Cotton(lint),2009,Kharif     ,Meghalaya,6891.0,5491.0,2995.9,1073755.62,1171.47,0.82
Ginger,2009,Kharif     ,Meghalaya,9321.0,54008.0,2995.9,1452398.22,1584.57,6.834285714
Gram,2009,Rabi       ,Meghalaya,561.0,351.0,2995.9,87415.02,95.37,0.59
Jute,2009,Kharif     ,Meghalaya,3928.0,34792.0,2995.9,612060.96,667.76,6.803333333
Linseed,2009,Rabi       ,Meghalaya,77.0,36.0,2995.9,11998.14,13.09,0.47
Maize,2009,Kharif     ,Meghalaya,17209.0,26167.0,2995.9,2681506.38,2925.53,1.574285714
Masoor,2009,Rabi       ,Meghalaya,332.0,274.0,2995.9,51732.24,56.44,0.73
Mesta,2009,Kharif     ,Meghalaya,4154.0,18391.0,2995.9,647276.28,706.18,4.506666667
Other  Rabi pulses,2009,Rabi       ,Meghalaya,856.0,608.0,2995.9,133381.92,145.52,0.641428571
Peas & beans (Pulses),2009,Rabi       ,Meghalaya,1012.0,1384.0,2995.9,157689.84,172.04,1.202857143
Potato,2009,Whole Year ,Meghalaya,17712.0,162445.0,2995.9,2759883.84,3011.04,7.318571429
Rapeseed &Mustard,2009,Rabi       ,Meghalaya,7160.0,4872.0,2995.9,1115671.2,1217.2,0.595714286
Rice,2009,Autumn     ,Meghalaya,32560.0,41798.0,2995.9,5073499.2,5535.2,1.542857143
Rice,2009,Summer     ,Meghalaya,12777.0,46943.0,2995.9,1990912.14,2172.09,2.171428571
Rice,2009,Winter     ,Meghalaya,62825.0,115388.0,2995.9,9789391.5,10680.25,1.802857143
Sesamum,2009,Kharif     ,Meghalaya,1590.0,853.0,2995.9,247753.8,270.3,0.595
Small millets,2009,Kharif     ,Meghalaya,2362.0,1889.0,2995.9,368046.84,401.54,0.964285714
Sugarcane,2009,Whole Year ,Meghalaya,76.0,206.0,2995.9,11842.32,12.92,2.46
Sweet potato,2009,Kharif     ,Meghalaya,4398.0,14053.0,2995.9,685296.36,747.66,3.611428571
Tapioca,2009,Kharif     ,Meghalaya,4210.0,21152.0,2995.9,656002.2,715.7,6.02
Tobacco,2009,Rabi       ,Meghalaya,635.0,427.0,2995.9,98945.7,107.95,0.7375
Wheat,2009,Rabi       ,Meghalaya,405.0,718.0,2995.9,63107.1,68.85,1.25
Arecanut,2009,Whole Year ,Tamil Nadu,5456.0,10437.0,928.5,850153.92,927.52,1.605
Arhar/Tur,2009,Whole Year ,Tamil Nadu,26558.0,20274.0,928.5,4138267.56,4514.86,0.709615385
Bajra,2009,Whole Year ,Tamil Nadu,54427.0,82652.0,928.5,8480815.14,9252.59,1.649615385
Banana,2009,Whole Year ,Tamil Nadu,113681.0,4887841.0,928.5,17713773.42,19325.77,43.52
Black pepper,2009,Whole Year ,Tamil Nadu,2790.0,643.0,928.5,434737.8,474.3,0.153846154
Cardamom,2009,Whole Year ,Tamil Nadu,3650.0,330.0,928.5,568743.0,620.5,0.058461538
Cashewnut,2009,Whole Year ,Tamil Nadu,99043.0,49550.0,928.5,15432880.26,16837.31,0.496785714
Castor seed,2009,Whole Year ,Tamil Nadu,4896.0,1521.0,928.5,762894.72,832.32,0.313703704
Coconut ,2009,Whole Year ,Tamil Nadu,400466.0,5547100000.0,928.5,62400612.12,68079.22,14134.65935
Coriander,2009,Whole Year ,Tamil Nadu,15977.0,6315.0,928.5,2489536.14,2716.09,0.355416667
Cotton(lint),2009,Whole Year ,Tamil Nadu,104095.0,225448.0,928.5,16220082.9,17696.15,2.502333333
Dry chillies,2009,Whole Year ,Tamil Nadu,58476.0,31230.0,928.5,9111730.32,9940.92,0.629032258
Garlic,2009,Whole Year ,Tamil Nadu,330.0,1954.0,928.5,51420.6,56.1,4.256
Ginger,2009,Whole Year ,Tamil Nadu,864.0,13867.0,928.5,134628.48,146.88,16.036
Gram,2009,Whole Year ,Tamil Nadu,7432.0,4542.0,928.5,1158054.24,1263.44,0.523
Groundnut,2009,Whole Year ,Tamil Nadu,413011.0,895718.0,928.5,64355374.02,70211.87,2.120322581
Horse-gram,2009,Whole Year ,Tamil Nadu,47231.0,21816.0,928.5,7359534.42,8029.27,0.4292
Jowar,2009,Whole Year ,Tamil Nadu,238476.0,221960.0,928.5,37159330.32,40540.92,1.287777778
Maize,2009,Whole Year ,Tamil Nadu,244159.0,1138126.0,928.5,38044855.38,41507.03,4.798888889
Moong(Green Gram),2009,Whole Year ,Tamil Nadu,138138.0,47673.0,928.5,21524663.16,23483.46,0.410322581
Onion,2009,Whole Year ,Tamil Nadu,31024.0,302563.0,928.5,4834159.68,5274.08,9.8704
Potato,2009,Whole Year ,Tamil Nadu,4611.0,84683.0,928.5,718486.02,783.87,19.2475
Ragi,2009,Whole Year ,Tamil Nadu,82335.0,160939.0,928.5,12829439.7,13996.95,2.344642857
