crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Sunflower,2007,Kharif     ,Puducherry,5.0,3.0,1434.5875,667.0,0.8,0.75
Sweet potato,2007,Rabi       ,Puducherry,1.0,1.0,1434.5875,133.4,0.16,1.0
Tapioca,2007,Kharif     ,Puducherry,333.0,13371.0,1434.5875,44422.2,53.28,26.9
Tapioca,2007,Rabi       ,Puducherry,6.0,245.0,1434.5875,800.4,0.96,40.83
Turmeric,2007,Rabi       ,Puducherry,4.0,6.0,1434.5875,533.6,0.64,1.5
Urad,2007,Kharif     ,Puducherry,57.0,39.0,1434.5875,7603.8,9.12,0.68
Urad,2007,Rabi       ,Puducherry,196.0,127.0,1434.5875,26146.4,31.36,0.61
Urad,2007,Summer     ,Puducherry,2006.0,135.0,1434.5875,267600.4,320.96,0.393333333
Arecanut,2007,Whole Year ,Assam,66235.0,56665.0,2154.1,8835749.0,10597.6,0.856666667
Arhar/Tur,2007,Kharif     ,Assam,5893.0,4230.0,2154.1,786126.2,942.88,0.712962963
Banana,2007,Whole Year ,Assam,43999.0,606749.0,2154.1,5869466.6,7039.84,13.68962963
Black pepper,2007,Whole Year ,Assam,2823.0,4212.0,2154.1,376588.2,451.68,1.528518519
Castor seed,2007,Kharif     ,Assam,1193.0,509.0,2154.1,159146.2,190.88,0.4468
Coconut ,2007,Whole Year ,Assam,18812.0,147079000.0,2154.1,2509520.8,3009.92,7202.371852
Cotton(lint),2007,Kharif     ,Assam,1359.0,635.0,2154.1,181290.6,217.44,0.445217391
Dry chillies,2007,Whole Year ,Assam,16101.0,10134.0,2154.1,2147873.4,2576.16,0.625555556
Ginger,2007,Whole Year ,Assam,15624.0,107076.0,2154.1,2084241.6,2499.84,6.94
Gram,2007,Rabi       ,Assam,1871.0,945.0,2154.1,249591.4,299.36,0.474615385
Jute,2007,Kharif     ,Assam,59842.0,656821.0,2154.1,7982922.8,9574.72,10.37444444
Linseed,2007,Rabi       ,Assam,7632.0,3886.0,2154.1,1018108.8,1221.12,0.5076
Maize,2007,Kharif     ,Assam,18362.0,13317.0,2154.1,2449490.8,2937.92,0.60962963
Masoor,2007,Rabi       ,Assam,22469.0,10592.0,2154.1,2997364.6,3595.04,0.482916667
Mesta,2007,Kharif     ,Assam,5253.0,26897.0,2154.1,700750.2,840.48,4.7625
Moong(Green Gram),2007,Rabi       ,Assam,7719.0,3550.0,2154.1,1029714.6,1235.04,0.43962963
Niger seed,2007,Kharif     ,Assam,8627.0,4420.0,2154.1,1150841.8,1380.32,0.535652174
Onion,2007,Whole Year ,Assam,6697.0,16323.0,2154.1,893379.8,1071.52,2.37037037
Other  Rabi pulses,2007,Rabi       ,Assam,14304.0,7744.0,2154.1,1908153.6,2288.64,0.508461538
Peas & beans (Pulses),2007,Rabi       ,Assam,22514.0,13800.0,2154.1,3003367.6,3602.24,0.624814815
Potato,2007,Whole Year ,Assam,75197.0,520831.0,2154.1,10031279.8,12031.52,6.564444444
Rapeseed &Mustard,2007,Rabi       ,Assam,234804.0,122897.0,2154.1,31322853.6,37568.64,0.503703704
Rice,2007,Autumn     ,Assam,354115.0,347992.0,2154.1,47238941.0,56658.4,1.082592593
Rice,2007,Summer     ,Assam,322889.0,731851.0,2154.1,43073392.6,51662.24,2.085925926
Rice,2007,Winter     ,Assam,1646992.0,2238765.0,2154.1,219708732.8,263518.72,1.36962963
Sesamum,2007,Kharif     ,Assam,12694.0,7238.0,2154.1,1693379.6,2031.04,0.505555556
Small millets,2007,Kharif     ,Assam,6919.0,3521.0,2154.1,922994.6,1107.04,0.495384615
Sugarcane,2007,Whole Year ,Assam,25734.0,979860.0,2154.1,3432915.6,4117.44,36.67259259
Sweet potato,2007,Whole Year ,Assam,6918.0,24301.0,2154.1,922861.2,1106.88,3.395925926
Tapioca,2007,Whole Year ,Assam,2609.0,12207.0,2154.1,348040.6,417.44,4.444615385
Tobacco,2007,Whole Year ,Assam,501.0,265.0,2154.1,66833.4,80.16,0.5824
Turmeric,2007,Whole Year ,Assam,12529.0,8629.0,2154.1,1671368.6,2004.64,0.692592593
Urad,2007,Rabi       ,Assam,38290.0,20342.0,2154.1,5107886.0,6126.4,0.531111111
Wheat,2007,Rabi       ,Assam,56069.0,70797.0,2154.1,7479604.6,8971.04,1.225185185
Arecanut,2007,Whole Year ,Karnataka,174404.0,1114484.0,1323.3,23265493.6,27904.64,6.211428571
Arhar/Tur,2007,Kharif     ,Karnataka,681136.0,451013.0,1323.3,90863542.4,108981.76,0.644230769
Bajra,2007,Kharif     ,Karnataka,429832.0,332790.0,1323.3,57339588.8,68773.12,0.8875
Bajra,2007,Rabi       ,Karnataka,439.0,506.0,1323.3,58562.6,70.24,0.83
Bajra,2007,Summer     ,Karnataka,1584.0,1579.0,1323.3,211305.6,253.44,0.963333333
Banana,2007,Whole Year ,Karnataka,52191.0,922999.0,1323.3,6962279.4,8350.56,19.55793103
Black pepper,2007,Whole Year ,Karnataka,16319.0,50867.0,1323.3,2176954.6,2611.04,3.124166667
Cardamom,2007,Whole Year ,Karnataka,21187.0,1978.0,1323.3,2826345.8,3389.92,0.0625
Castor seed,2007,Kharif     ,Karnataka,23387.0,15682.0,1323.3,3119825.8,3741.92,0.6725
Coconut ,2007,Whole Year ,Karnataka,405328.0,2063855000.0,1323.3,54070755.2,64852.48,5079.793793
Coriander,2007,Whole Year ,Karnataka,6423.0,2242.0,1323.3,856828.2,1027.68,0.329545455
Cotton(lint),2007,Whole Year ,Karnataka,403029.0,704871.0,1323.3,53764068.6,64484.64,1.809
Dry chillies,2007,Kharif     ,Karnataka,126372.0,113828.0,1323.3,16858024.8,20219.52,0.993928571
Dry chillies,2007,Rabi       ,Karnataka,4273.0,7457.0,1323.3,570018.2,683.68,1.742307692
Dry chillies,2007,Summer     ,Karnataka,6059.0,20508.0,1323.3,808270.6,969.44,3.404
Garlic,2007,Whole Year ,Karnataka,6135.0,6340.0,1323.3,818409.0,981.6,1.284285714
Ginger,2007,Whole Year ,Karnataka,14780.0,303354.0,1323.3,1971652.0,2364.8,19.98210526
Gram,2007,Rabi       ,Karnataka,604971.0,364418.0,1323.3,80703131.4,96795.36,0.580833333
Groundnut,2007,Kharif     ,Karnataka,736971.0,538923.0,1323.3,98311931.4,117915.36,0.732592593
Groundnut,2007,Rabi       ,Karnataka,171231.0,152785.0,1323.3,22842215.4,27396.96,0.964285714
Horse-gram,2007,Kharif     ,Karnataka,100262.0,51331.0,1323.3,13374950.8,16041.92,0.563333333
Horse-gram,2007,Rabi       ,Karnataka,126748.0,59887.0,1323.3,16908183.2,20279.68,0.490714286
Jowar,2007,Kharif     ,Karnataka,302808.0,492315.0,1323.3,40394587.2,48449.28,1.456666667
Jowar,2007,Rabi       ,Karnataka,1073315.0,1165833.0,1323.3,143180221.0,171730.4,1.0625
Jowar,2007,Summer     ,Karnataka,6054.0,11874.0,1323.3,807603.6,968.64,1.999166667
Linseed,2007,Rabi       ,Karnataka,13766.0,5442.0,1323.3,1836384.4,2202.56,0.406153846
Maize,2007,Kharif     ,Karnataka,1015117.0,2950506.0,1323.3,135416607.8,162418.72,3.112962963
Maize,2007,Rabi       ,Karnataka,77654.0,260972.0,1323.3,10359043.6,12424.64,3.109230769
Maize,2007,Summer     ,Karnataka,20026.0,64553.0,1323.3,2671468.4,3204.16,3.179259259
Mesta,2007,Whole Year ,Karnataka,1861.0,2387.0,1323.3,248257.4,297.76,1.554
Moong(Green Gram),2007,Kharif     ,Karnataka,520630.0,117008.0,1323.3,69452042.0,83300.8,0.217391304
Moong(Green Gram),2007,Rabi       ,Karnataka,9402.0,3069.0,1323.3,1254226.8,1504.32,0.344666667
Niger seed,2007,Kharif     ,Karnataka,31244.0,11750.0,1323.3,4167949.6,4999.04,0.349166667
Onion,2007,Kharif     ,Karnataka,165668.0,987538.0,1323.3,22100111.2,26506.88,6.5028
Onion,2007,Rabi       ,Karnataka,11727.0,98738.0,1323.3,1564381.8,1876.32,8.509047619
Onion,2007,Summer     ,Karnataka,4706.0,39752.0,1323.3,627780.4,752.96,7.833809524
Other  Rabi pulses,2007,Rabi       ,Karnataka,34421.0,9011.0,1323.3,4591761.4,5507.36,0.269642857
Other Kharif pulses,2007,Kharif     ,Karnataka,145273.0,107959.0,1323.3,19379418.2,23243.68,0.766153846
Potato,2007,Kharif     ,Karnataka,54981.0,181310.0,1323.3,7334465.4,8796.96,5.07
Potato,2007,Rabi       ,Karnataka,2957.0,36386.0,1323.3,394463.8,473.12,12.32909091
Potato,2007,Summer     ,Karnataka,2156.0,34500.0,1323.3,287610.4,344.96,15.924
Ragi,2007,Kharif     ,Karnataka,786831.0,1290262.0,1323.3,104963255.4,125892.96,1.458095238
Ragi,2007,Rabi       ,Karnataka,37759.0,60891.0,1323.3,5037050.6,6041.44,1.866
Ragi,2007,Summer     ,Karnataka,8132.0,16895.0,1323.3,1084808.8,1301.12,2.034
Rapeseed &Mustard,2007,Kharif     ,Karnataka,3957.0,1438.0,1323.3,527863.8,633.12,0.341875
Rice,2007,Kharif     ,Karnataka,1051466.0,2791181.0,1323.3,140265564.4,168234.56,2.567586207
Rice,2007,Rabi       ,Karnataka,40325.0,86756.0,1323.3,5379355.0,6452.0,2.255333333
Rice,2007,Summer     ,Karnataka,324525.0,990578.0,1323.3,43291635.0,51924.0,2.846923077
Safflower,2007,Rabi       ,Karnataka,70218.0,59222.0,1323.3,9367081.2,11234.88,0.817142857
Sannhamp,2007,Whole Year ,Karnataka,400.0,99.0,1323.3,53360.0,64.0,0.243333333
Sesamum,2007,Kharif     ,Karnataka,86908.0,48489.0,1323.3,11593527.2,13905.28,0.565185185
Small millets,2007,Kharif     ,Karnataka,35680.0,17571.0,1323.3,4759712.0,5708.8,0.465238095
Soyabean,2007,Kharif     ,Karnataka,113190.0,92249.0,1323.3,15099546.0,18110.4,0.8475
Sugarcane,2007,Whole Year ,Karnataka,307084.0,26028309.0,1323.3,40965005.6,49133.44,83.41653846
Sunflower,2007,Kharif     ,Karnataka,507505.0,239674.0,1323.3,67701167.0,81200.8,0.516153846
Sunflower,2007,Rabi       ,Karnataka,469020.0,203696.0,1323.3,62567268.0,75043.2,0.66
Sunflower,2007,Summer     ,Karnataka,48650.0,49675.0,1323.3,6489910.0,7784.0,1.057142857
Sweet potato,2007,Whole Year ,Karnataka,2887.0,24141.0,1323.3,385125.8,461.92,6.37625
Tapioca,2007,Whole Year ,Karnataka,774.0,6393.0,1323.3,103251.6,123.84,9.747142857
Tobacco,2007,Whole Year ,Karnataka,113162.0,47902.0,1323.3,15095810.8,18105.92,0.46
Turmeric,2007,Whole Year ,Karnataka,13500.0,104980.0,1323.3,1800900.0,2160.0,7.861111111
Urad,2007,Kharif     ,Karnataka,152106.0,65564.0,1323.3,20290940.4,24336.96,0.423913043
Urad,2007,Rabi       ,Karnataka,10637.0,4124.0,1323.3,1418975.8,1701.92,0.367692308
Wheat,2007,Rabi       ,Karnataka,275583.0,280384.0,1323.3,36762772.2,44093.28,1.018
Arecanut,2007,Whole Year ,Kerala,99787.0,114690.0,3489.6,13311585.8,15965.92,0.921428571
Banana,2007,Whole Year ,Kerala,59341.0,439803.0,3489.6,7916089.4,9494.56,7.534285714
Black pepper,2007,Whole Year ,Kerala,175679.0,41952.0,3489.6,23435578.6,28108.64,0.19
Cardamom,2007,Whole Year ,Kerala,39763.0,7031.0,3489.6,5304384.2,6362.08,0.047272727
Cashewnut,2007,Whole Year ,Kerala,58381.0,52402.0,3489.6,7788025.4,9340.96,0.579285714
Coconut ,2007,Whole Year ,Kerala,818812.0,5641000000.0,3489.6,109229520.8,131009.92,6390.165714
Cotton(lint),2007,Kharif     ,Kerala,1295.0,1680.0,3489.6,172753.0,207.2,0.65
Garlic,2007,Whole Year ,Kerala,350.0,5950.0,3489.6,46690.0,56.0,17.0
Ginger,2007,Whole Year ,Kerala,8865.0,31726.0,3489.6,1182591.0,1418.4,3.017142857
Groundnut,2007,Kharif     ,Kerala,2911.0,2154.0,3489.6,388327.4,465.76,0.87
Jowar,2007,Kharif     ,Kerala,3083.0,1573.0,3489.6,411272.2,493.28,0.6425
Other Cereals,2007,Kharif     ,Kerala,341.0,267.0,3489.6,45489.4,54.56,0.853333333
Ragi,2007,Kharif     ,Kerala,266.0,216.0,3489.6,35484.4,42.56,0.968333333
Rice,2007,Autumn     ,Kerala,77533.0,168108.0,3489.6,10342902.2,12405.28,2.07
Rice,2007,Summer     ,Kerala,45447.0,109277.0,3489.6,6062629.8,7271.52,2.335714286
Rice,2007,Winter     ,Kerala,105958.0,251103.0,3489.6,14134797.2,16953.28,2.252857143
Sesamum,2007,Kharif     ,Kerala,533.0,171.0,3489.6,71102.2,85.28,0.305
Sugarcane,2007,Whole Year ,Kerala,2991.0,159150.0,3489.6,398999.4,478.56,37.17272727
Sweet potato,2007,Whole Year ,Kerala,499.0,6343.0,3489.6,66566.6,79.84,11.49785714
Tapioca,2007,Whole Year ,Kerala,83990.0,2556455.0,3489.6,11204266.0,13438.4,29.41142857
Tobacco,2007,Whole Year ,Kerala,43.0,69.0,3489.6,5736.2,6.88,1.6
Turmeric,2007,Whole Year ,Kerala,3155.0,7434.0,3489.6,420877.0,504.8,2.167857143
Arecanut,2007,Whole Year ,Tamil Nadu,5553.0,11739.0,1067.2,740770.2,888.48,2.057391304
Arhar/Tur,2007,Whole Year ,Tamil Nadu,30057.0,21077.0,1067.2,4009603.8,4809.12,0.73375
Bajra,2007,Whole Year ,Tamil Nadu,59798.0,85840.0,1067.2,7977053.2,9567.68,1.6084
Banana,2007,Whole Year ,Tamil Nadu,112793.0,5384825.0,1067.2,15046586.2,18046.88,48.00758621
Black pepper,2007,Whole Year ,Tamil Nadu,3130.0,719.0,1067.2,417542.0,500.8,0.145333333
Cardamom,2007,Whole Year ,Tamil Nadu,4404.0,402.0,1067.2,587493.6,704.64,0.078
Cashewnut,2007,Whole Year ,Tamil Nadu,101309.0,57905.0,1067.2,13514620.6,16209.44,0.548148148
Castor seed,2007,Whole Year ,Tamil Nadu,5184.0,1624.0,1067.2,691545.6,829.44,0.344782609
Coconut ,2007,Whole Year ,Tamil Nadu,383366.0,5438500000.0,1067.2,51141024.4,61338.56,13190.09759
Coriander,2007,Whole Year ,Tamil Nadu,13288.0,5120.0,1067.2,1772619.2,2126.08,0.385909091
Cotton(lint),2007,Whole Year ,Tamil Nadu,99335.0,200673.0,1067.2,13251289.0,15893.6,2.013928571
Dry chillies,2007,Whole Year ,Tamil Nadu,67408.0,34084.0,1067.2,8992227.2,10785.28,0.627586207
Garlic,2007,Whole Year ,Tamil Nadu,505.0,2994.0,1067.2,67367.0,80.8,5.763333333
Ginger,2007,Whole Year ,Tamil Nadu,625.0,11898.0,1067.2,83375.0,100.0,18.97857143
Gram,2007,Whole Year ,Tamil Nadu,6800.0,4587.0,1067.2,907120.0,1088.0,0.5575
Groundnut,2007,Whole Year ,Tamil Nadu,535211.0,1047586.0,1067.2,71397147.4,85633.76,1.850357143
Horse-gram,2007,Whole Year ,Tamil Nadu,48448.0,21339.0,1067.2,6462963.2,7751.68,0.4488
Jowar,2007,Whole Year ,Tamil Nadu,283526.0,247836.0,1067.2,37822368.4,45364.16,1.0528
Maize,2007,Whole Year ,Tamil Nadu,223428.0,810057.0,1067.2,29805295.2,35748.48,4.077307692
Moong(Green Gram),2007,Whole Year ,Tamil Nadu,158691.0,46213.0,1067.2,21169379.4,25390.56,0.414285714
Onion,2007,Whole Year ,Tamil Nadu,29809.0,287208.0,1067.2,3976520.6,4769.44,9.574347826
Potato,2007,Whole Year ,Tamil Nadu,4066.0,68169.0,1067.2,542404.4,650.56,17.018
Ragi,2007,Whole Year ,Tamil Nadu,93701.0,175944.0,1067.2,12499713.4,14992.16,1.996538462
Rapeseed &Mustard,2007,Whole Year ,Tamil Nadu,275.0,67.0,1067.2,36685.0,44.0,0.204545455
Rice,2007,Kharif     ,Tamil Nadu,1789170.0,5039954.0,1067.2,238675278.0,286267.2,3.213793103
Sesamum,2007,Whole Year ,Tamil Nadu,74376.0,32201.0,1067.2,9921758.4,11900.16,0.434814815
Small millets,2007,Kharif     ,Tamil Nadu,38240.0,37084.0,1067.2,5101216.0,6118.4,0.956956522
Sugarcane,2007,Whole Year ,Tamil Nadu,354022.0,38070965.0,1067.2,47226534.8,56643.52,104.9803571
Sunflower,2007,Whole Year ,Tamil Nadu,44177.0,70203.0,1067.2,5893211.8,7068.32,1.513076923
Sweet potato,2007,Whole Year ,Tamil Nadu,1088.0,14780.0,1067.2,145139.2,174.08,13.7055
Tapioca,2007,Whole Year ,Tamil Nadu,140092.0,5912307.0,1067.2,18688272.8,22414.72,42.09785714
Tobacco,2007,Whole Year ,Tamil Nadu,5903.0,9056.0,1067.2,787460.2,944.48,1.4625
Turmeric,2007,Whole Year ,Tamil Nadu,27303.0,146008.0,1067.2,3642220.2,4368.48,5.253846154
Urad,2007,Whole Year ,Tamil Nadu,307515.0,79980.0,1067.2,41022501.0,49202.4,0.397857143
Arecanut,2007,Whole Year ,West Bengal,11388.0,20869.0,2007.5,1519159.2,1822.08,1.698823529
Arhar/Tur,2007,Rabi       ,West Bengal,1097.0,889.0,2007.5,146339.8,175.52,0.802307692
Bajra,2007,Kharif     ,West Bengal,64.0,23.0,2007.5,8537.6,10.24,0.36
Barley,2007,Rabi       ,West Bengal,2058.0,2709.0,2007.5,274537.2,329.28,1.213333333
Coconut ,2007,Whole Year ,West Bengal,28644.0,355531900.0,2007.5,3821109.6,4583.04,12380.47722
Cotton(lint),2007,Kharif     ,West Bengal,8230.0,13198.0,2007.5,1097882.0,1316.8,2.47
Dry chillies,2007,Whole Year ,West Bengal,62382.0,93697.0,2007.5,8321758.8,9981.12,1.453888889
Garlic,2007,Kharif     ,West Bengal,3414.0,33728.0,2007.5,455427.6,546.24,10.53722222
Ginger,2007,Kharif     ,West Bengal,10867.0,23137.0,2007.5,1449657.8,1738.72,1.799444444
Gram,2007,Rabi       ,West Bengal,25112.0,24695.0,2007.5,3349940.8,4017.92,0.873333333
Groundnut,2007,Kharif     ,West Bengal,3257.0,3030.0,2007.5,434483.8,521.12,1.014
Groundnut,2007,Rabi       ,West Bengal,13005.0,21796.0,2007.5,1734867.0,2080.8,1.619166667
Groundnut,2007,Summer     ,West Bengal,52923.0,107871.0,2007.5,7059928.2,8467.68,1.543888889
Horse-gram,2007,Rabi       ,West Bengal,2213.0,1106.0,2007.5,295214.2,354.08,0.506
Jowar,2007,Kharif     ,West Bengal,1659.0,698.0,2007.5,221310.6,265.44,0.46
Jute,2007,Kharif     ,West Bengal,609817.0,8216039.0,2007.5,81349587.8,97570.72,14.07352941
Khesari,2007,Rabi       ,West Bengal,33501.0,26925.0,2007.5,4469033.4,5360.16,0.737647059
Linseed,2007,Rabi       ,West Bengal,5917.0,1627.0,2007.5,789327.8,946.72,0.278571429
Maize,2007,Kharif     ,West Bengal,34570.0,72463.0,2007.5,4611638.0,5531.2,1.775454545
Maize,2007,Rabi       ,West Bengal,17363.0,81620.0,2007.5,2316224.2,2778.08,3.295
Maize,2007,Summer     ,West Bengal,25240.0,90290.0,2007.5,3367016.0,4038.4,2.845294118
Masoor,2007,Rabi       ,West Bengal,58737.0,44815.0,2007.5,7835515.8,9397.92,0.703125
Mesta,2007,Kharif     ,West Bengal,7432.0,77499.0,2007.5,991428.8,1189.12,7.864
Moong(Green Gram),2007,Kharif     ,West Bengal,536.0,287.0,2007.5,71502.4,85.76,0.58
Moong(Green Gram),2007,Rabi       ,West Bengal,1677.0,1090.0,2007.5,223711.8,268.32,0.697
Moong(Green Gram),2007,Summer     ,West Bengal,14253.0,10041.0,2007.5,1901350.2,2280.48,0.783125
Niger seed,2007,Kharif     ,West Bengal,4883.0,3187.0,2007.5,651392.2,781.28,0.518333333
Other Kharif pulses,2007,Kharif     ,West Bengal,894.0,541.0,2007.5,119259.6,143.04,0.526
Peas & beans (Pulses),2007,Rabi       ,West Bengal,9851.0,7161.0,2007.5,1314123.4,1576.16,0.779375
Potato,2007,Whole Year ,West Bengal,400786.0,9900846.0,2007.5,53464852.4,64125.76,22.28666667
Ragi,2007,Kharif     ,West Bengal,13062.0,14955.0,2007.5,1742470.8,2089.92,0.722
Rapeseed &Mustard,2007,Rabi       ,West Bengal,407498.0,361697.0,2007.5,54360233.2,65199.68,0.771666667
Rice,2007,Autumn     ,West Bengal,281618.0,565825.0,2007.5,37567841.2,45058.88,1.956111111
Rice,2007,Summer     ,West Bengal,1511593.0,4926105.0,2007.5,201646506.2,241854.88,3.048888889
Rice,2007,Winter     ,West Bengal,3926544.0,9227590.0,2007.5,523800969.6,628247.04,2.261666667
Safflower,2007,Rabi       ,West Bengal,865.0,898.0,2007.5,115391.0,138.4,1.088888889
Sannhamp,2007,Kharif     ,West Bengal,1134.0,6282.0,2007.5,151275.6,181.44,5.4375
Sesamum,2007,Autumn     ,West Bengal,1093.0,692.0,2007.5,145806.2,174.88,0.640769231
Sesamum,2007,Summer     ,West Bengal,200941.0,184540.0,2007.5,26805529.4,32150.56,0.807058824
Sesamum,2007,Winter     ,West Bengal,1068.0,650.0,2007.5,142471.2,170.88,0.559090909
Small millets,2007,Kharif     ,West Bengal,1487.0,1118.0,2007.5,198365.8,237.92,0.636
Small millets,2007,Rabi       ,West Bengal,1650.0,1881.0,2007.5,220110.0,264.0,1.265
Soyabean,2007,Kharif     ,West Bengal,536.0,322.0,2007.5,71502.4,85.76,0.5975
Sugarcane,2007,Whole Year ,West Bengal,16868.0,1772001.0,2007.5,2250191.2,2698.88,103.3246667
Sunflower,2007,Kharif     ,West Bengal,15984.0,19719.0,2007.5,2132265.6,2557.44,1.204
Tobacco,2007,Whole Year ,West Bengal,11698.0,16472.0,2007.5,1560513.2,1871.68,0.796666667
Turmeric,2007,Whole Year ,West Bengal,14872.0,34601.0,2007.5,1983924.8,2379.52,2.099444444
Urad,2007,Kharif     ,West Bengal,45635.0,34823.0,2007.5,6087709.0,7301.6,0.617222222
Urad,2007,Rabi       ,West Bengal,6901.0,5326.0,2007.5,920593.4,1104.16,0.7375
Wheat,2007,Rabi       ,West Bengal,352579.0,917284.0,2007.5,47034038.6,56412.64,2.452222222
Arhar/Tur,2007,Kharif     ,Andhra Pradesh,463000.0,302000.0,1004.2,61764200.0,74080.0,0.635714286
Bajra,2007,Kharif     ,Andhra Pradesh,60000.0,81000.0,1004.2,8004000.0,9600.0,1.391538462
Bajra,2007,Rabi       ,Andhra Pradesh,14000.0,11000.0,1004.2,1867600.0,2240.0,0.9175
Castor seed,2007,Kharif     ,Andhra Pradesh,199000.0,129000.0,1004.2,26546600.0,31840.0,0.563636364
Cotton(lint),2007,Kharif     ,Andhra Pradesh,1134000.0,3489000.0,1004.2,151275600.0,181440.0,2.668
Dry chillies,2007,Kharif     ,Andhra Pradesh,174000.0,636000.0,1004.2,23211600.0,27840.0,2.807894737
Dry chillies,2007,Rabi       ,Andhra Pradesh,49000.0,133000.0,1004.2,6536600.0,7840.0,2.566111111
Gram,2007,Rabi       ,Andhra Pradesh,630000.0,912000.0,1004.2,84042000.0,100800.0,1.28
Groundnut,2007,Kharif     ,Andhra Pradesh,1500000.0,2036000.0,1004.2,200100000.0,240000.0,1.334285714
Groundnut,2007,Rabi       ,Andhra Pradesh,295000.0,567000.0,1004.2,39353000.0,47200.0,1.96952381
Horse-gram,2007,Kharif     ,Andhra Pradesh,7000.0,4000.0,1004.2,933800.0,1120.0,0.585
Horse-gram,2007,Rabi       ,Andhra Pradesh,43000.0,21000.0,1004.2,5736200.0,6880.0,0.486363636
Jowar,2007,Kharif     ,Andhra Pradesh,143000.0,203000.0,1004.2,19076200.0,22880.0,1.455714286
Jowar,2007,Rabi       ,Andhra Pradesh,188000.0,263000.0,1004.2,25079200.0,30080.0,1.375384615
Maize,2007,Kharif     ,Andhra Pradesh,519000.0,2377000.0,1004.2,69234600.0,83040.0,4.237
Maize,2007,Rabi       ,Andhra Pradesh,267000.0,1754000.0,1004.2,35617800.0,42720.0,6.2215
Mesta,2007,Kharif     ,Andhra Pradesh,57000.0,501000.0,1004.2,7603800.0,9120.0,8.165
Moong(Green Gram),2007,Kharif     ,Andhra Pradesh,286000.0,140000.0,1004.2,38152400.0,45760.0,0.424210526
Moong(Green Gram),2007,Rabi       ,Andhra Pradesh,152000.0,52000.0,1004.2,20276800.0,24320.0,0.500769231
Onion,2007,Kharif     ,Andhra Pradesh,23000.0,370000.0,1004.2,3068200.0,3680.0,13.81571429
Onion,2007,Rabi       ,Andhra Pradesh,14000.0,270000.0,1004.2,1867600.0,2240.0,18.07142857
Other  Rabi pulses,2007,Rabi       ,Andhra Pradesh,3000.0,4000.0,1004.2,400200.0,480.0,1.25
Other Kharif pulses,2007,Kharif     ,Andhra Pradesh,6000.0,3000.0,1004.2,800400.0,960.0,0.5
Ragi,2007,Kharif     ,Andhra Pradesh,48000.0,59000.0,1004.2,6403200.0,7680.0,1.445714286
