ID,Order Date,Product Name,Sales,Quantity,Year,Date_Ordinal
1153,2020-11-06 00:00:00,Accessories - Natus,521.1,9,2020,737735.0
1154,2020-11-06 00:00:00,Chairs - Repellendus,652.28,5,2020,737735.0
1155,2020-11-05 00:00:00,Chairs - Optio,365.35,3,2020,737734.0
1156,2020-11-05 00:00:00,Chairs - Repellendus,547.49,8,2020,737734.0
1157,2020-11-04 00:00:00,Furnishings - Beatae,853.69,3,2020,737733.0
1158,2020-11-04 00:00:00,Chairs - Labore,510.61,3,2020,737733.0
1159,2020-11-04 00:00:00,Chairs - Doloremque,520.25,10,2020,737733.0
1160,2020-11-03 00:00:00,Tables - Earum,338.83,8,2020,737732.0
1161,2020-11-03 00:00:00,Tables - A,367.09,10,2020,737732.0
1162,2020-11-03 00:00:00,Furnishings - Enim,895.28,9,2020,737732.0
1163,2020-11-03 00:00:00,Furnishings - Corporis,904.71,4,2020,737732.0
1164,2020-11-03 00:00:00,Tables - Necessitatibus,770.05,9,2020,737732.0
1165,2020-11-02 00:00:00,Accessories - Corporis,815.63,1,2020,737731.0
1166,2020-11-01 00:00:00,Phones - Ratione,667.59,6,2020,737730.0
1167,2020-11-01 00:00:00,Machines - Id,926.5,2,2020,737730.0
1168,2020-10-31 00:00:00,Copiers - A,798.79,1,2020,737729.0
1169,2020-10-31 00:00:00,Art - Delectus,338.76,3,2020,737729.0
1170,2020-10-31 00:00:00,Tables - Sed,621.51,7,2020,737729.0
1171,2020-10-31 00:00:00,Furnishings - Aperiam,815.36,8,2020,737729.0
1172,2020-10-29 00:00:00,Art - Aperiam,267.95,5,2020,737727.0
1173,2020-10-28 00:00:00,Copiers - Corrupti,309.34,5,2020,737726.0
1174,2020-10-28 00:00:00,Binders - Autem,35.1,1,2020,737726.0
1175,2020-10-28 00:00:00,Paper - Eveniet,45.96,5,2020,737726.0
1176,2020-10-28 00:00:00,Accessories - Deserunt,671.2,2,2020,737726.0
1177,2020-10-27 00:00:00,Phones - Cum,518.01,2,2020,737725.0
1178,2020-10-27 00:00:00,Copiers - Ipsa,190.52,10,2020,737725.0
1179,2020-10-26 00:00:00,Accessories - Consectetur,101.99,8,2020,737724.0
1180,2020-10-26 00:00:00,Paper - Esse,219.19,2,2020,737724.0
1181,2020-10-26 00:00:00,Accessories - Possimus,61.46,8,2020,737724.0
1182,2020-10-26 00:00:00,Art - Esse,659.35,6,2020,737724.0
1183,2020-10-24 00:00:00,Paper - Eligendi,750.57,10,2020,737722.0
1184,2020-10-24 00:00:00,Tables - Itaque,179.28,9,2020,737722.0
1185,2020-10-23 00:00:00,Machines - Dignissimos,850.41,2,2020,737721.0
1186,2020-10-23 00:00:00,Machines - Nam,76.99,6,2020,737721.0
1187,2020-10-22 00:00:00,Binders - Et,487.35,9,2020,737720.0
1188,2020-10-22 00:00:00,Tables - Tenetur,672.84,7,2020,737720.0
1189,2020-10-22 00:00:00,Envelopes - Earum,544.17,6,2020,737720.0
1190,2020-10-21 00:00:00,Paper - Mollitia,748.15,9,2020,737719.0
1191,2020-10-19 00:00:00,Furnishings - Amet,935.07,6,2020,737717.0
1192,2020-10-18 00:00:00,Tables - Quasi,260.8,8,2020,737716.0
1193,2020-10-18 00:00:00,Binders - Fugit,270.95,4,2020,737716.0
1194,2020-10-18 00:00:00,Chairs - Officia,772.09,6,2020,737716.0
1195,2020-10-17 00:00:00,Binders - Qui,142.74,2,2020,737715.0
1196,2020-10-17 00:00:00,Phones - Voluptas,427.86,9,2020,737715.0
1197,2020-10-17 00:00:00,Machines - Dolorum,917.22,1,2020,737715.0
1198,2020-10-17 00:00:00,Accessories - Ut,734.18,3,2020,737715.0
1199,2020-10-16 00:00:00,Machines - Debitis,360.99,2,2020,737714.0
1200,2020-10-16 00:00:00,Furnishings - Illum,900.78,6,2020,737714.0
1201,2020-10-15 00:00:00,Copiers - Doloremque,178.29,5,2020,737713.0
1202,2020-10-15 00:00:00,Envelopes - Sapiente,374.27,10,2020,737713.0
1203,2020-10-15 00:00:00,Paper - Reprehenderit,198.93,8,2020,737713.0
1204,2020-10-15 00:00:00,Envelopes - Tempore,593.7,8,2020,737713.0
1205,2020-10-14 00:00:00,Chairs - Accusamus,651.91,3,2020,737712.0
1206,2020-10-14 00:00:00,Accessories - Et,950.63,8,2020,737712.0
1207,2020-10-14 00:00:00,Phones - Quidem,31.52,2,2020,737712.0
1208,2020-10-14 00:00:00,Art - Modi,758.62,9,2020,737712.0
1209,2020-10-14 00:00:00,Art - Voluptatum,199.21,2,2020,737712.0
1210,2020-10-14 00:00:00,Tables - Ex,831.23,2,2020,737712.0
1211,2020-10-13 00:00:00,Phones - Natus,820.93,7,2020,737711.0
1212,2020-10-12 00:00:00,Bookcases - Accusantium,90.26,9,2020,737710.0
1213,2020-10-12 00:00:00,Copiers - Alias,984.25,8,2020,737710.0
1214,2020-10-12 00:00:00,Paper - Tenetur,373.5,10,2020,737710.0
1215,2020-10-11 00:00:00,Chairs - Repudiandae,604.74,4,2020,737709.0
1216,2020-10-10 00:00:00,Phones - Debitis,391.02,9,2020,737708.0
1217,2020-10-10 00:00:00,Machines - Autem,334.88,8,2020,737708.0
1218,2020-10-10 00:00:00,Accessories - Aspernatur,617.21,8,2020,737708.0
1219,2020-10-09 00:00:00,Furnishings - Autem,963.26,3,2020,737707.0
1220,2020-10-09 00:00:00,Copiers - Pariatur,479.18,2,2020,737707.0
1221,2020-10-08 00:00:00,Chairs - Tempora,946.66,5,2020,737706.0
1222,2020-10-08 00:00:00,Paper - Et,313.14,6,2020,737706.0
1223,2020-10-08 00:00:00,Tables - Sed,219.17,10,2020,737706.0
1224,2020-10-08 00:00:00,Copiers - Repellat,85.11,3,2020,737706.0
1225,2020-10-07 00:00:00,Bookcases - Delectus,788.89,4,2020,737705.0
1226,2020-10-07 00:00:00,Envelopes - Minima,60.77,10,2020,737705.0
1227,2020-10-07 00:00:00,Phones - Nam,551.04,5,2020,737705.0
1228,2020-10-06 00:00:00,Machines - Sapiente,837.26,1,2020,737704.0
1229,2020-10-06 00:00:00,Chairs - Quaerat,190.29,6,2020,737704.0
1230,2020-10-06 00:00:00,Binders - Eius,378.08,3,2020,737704.0
1231,2020-10-06 00:00:00,Art - Minus,64.83,5,2020,737704.0
1232,2020-10-05 00:00:00,Bookcases - Amet,945.87,3,2020,737703.0
1233,2020-10-05 00:00:00,Tables - Tempora,143.76,4,2020,737703.0
1234,2020-10-05 00:00:00,Art - Molestiae,306.1,5,2020,737703.0
1235,2020-10-05 00:00:00,Bookcases - Modi,737.52,3,2020,737703.0
1236,2020-10-05 00:00:00,Bookcases - Excepturi,369.88,3,2020,737703.0
1237,2020-10-04 00:00:00,Copiers - Nisi,477.39,4,2020,737702.0
1238,2020-10-04 00:00:00,Tables - Quam,455.67,10,2020,737702.0
1239,2020-10-04 00:00:00,Bookcases - Beatae,588.37,5,2020,737702.0
1240,2020-10-04 00:00:00,Envelopes - Voluptate,538.27,2,2020,737702.0
1241,2020-10-03 00:00:00,Machines - Soluta,571.55,2,2020,737701.0
1242,2020-10-03 00:00:00,Accessories - Beatae,456.08,8,2020,737701.0
1243,2020-10-02 00:00:00,Accessories - Tenetur,327.26,5,2020,737700.0
1244,2020-10-02 00:00:00,Envelopes - Nulla,267.07,1,2020,737700.0
1245,2020-10-02 00:00:00,Tables - Quasi,16.49,3,2020,737700.0
1246,2020-10-02 00:00:00,Machines - Numquam,167.88,9,2020,737700.0
1247,2020-10-02 00:00:00,Chairs - Iusto,283.67,7,2020,737700.0
1248,2020-10-01 00:00:00,Envelopes - Natus,765.66,7,2020,737699.0
1249,2020-09-30 00:00:00,Machines - Neque,810.65,2,2020,737698.0
1250,2020-09-30 00:00:00,Art - Rem,138.48,9,2020,737698.0
1251,2020-09-30 00:00:00,Chairs - Officiis,840.41,2,2020,737698.0
1252,2020-09-30 00:00:00,Phones - Sint,556.48,3,2020,737698.0
1253,2020-09-29 00:00:00,Furnishings - Consequatur,707.83,2,2020,737697.0
1254,2020-09-29 00:00:00,Chairs - Ipsa,262.97,10,2020,737697.0
1255,2020-09-29 00:00:00,Tables - Quibusdam,923.72,10,2020,737697.0
1256,2020-09-29 00:00:00,Copiers - Voluptas,751.96,8,2020,737697.0
1257,2020-09-29 00:00:00,Binders - Minima,586.28,2,2020,737697.0
1258,2020-09-28 00:00:00,Phones - Nisi,567.59,7,2020,737696.0
1259,2020-09-28 00:00:00,Paper - Ab,419.5,5,2020,737696.0
1260,2020-09-27 00:00:00,Art - Expedita,745.29,2,2020,737695.0
1261,2020-09-26 00:00:00,Machines - Doloribus,583.94,9,2020,737694.0
1262,2020-09-26 00:00:00,Accessories - Nihil,389.79,1,2020,737694.0
1263,2020-09-26 00:00:00,Accessories - Quidem,986.98,3,2020,737694.0
1264,2020-09-26 00:00:00,Chairs - Pariatur,540.59,4,2020,737694.0
1265,2020-09-26 00:00:00,Machines - Ea,943.66,4,2020,737694.0
1266,2020-09-25 00:00:00,Envelopes - Nostrum,760.79,6,2020,737693.0
1267,2020-09-25 00:00:00,Phones - Sunt,228.84,2,2020,737693.0
1268,2020-09-25 00:00:00,Copiers - Magnam,257.43,6,2020,737693.0
1269,2020-09-24 00:00:00,Bookcases - Numquam,597.51,2,2020,737692.0
1270,2020-09-24 00:00:00,Binders - Fugit,279.22,2,2020,737692.0
1271,2020-09-24 00:00:00,Furnishings - Accusantium,186.98,7,2020,737692.0
1272,2020-09-24 00:00:00,Copiers - Labore,874.43,8,2020,737692.0
1273,2020-09-24 00:00:00,Bookcases - Vero,141.7,5,2020,737692.0
1274,2020-09-23 00:00:00,Machines - Eos,425.1,6,2020,737691.0
1275,2020-09-23 00:00:00,Copiers - Dolores,90.12,2,2020,737691.0
1276,2020-09-23 00:00:00,Art - Non,444.69,10,2020,737691.0
1277,2020-09-23 00:00:00,Furnishings - Culpa,210.53,6,2020,737691.0
1278,2020-09-22 00:00:00,Machines - Eos,532.44,6,2020,737690.0
1279,2020-09-22 00:00:00,Binders - Ea,698.87,7,2020,737690.0
1280,2020-09-21 00:00:00,Phones - Quo,466.24,3,2020,737689.0
1281,2020-09-21 00:00:00,Machines - Facilis,451.84,3,2020,737689.0
1282,2020-09-21 00:00:00,Copiers - Alias,796.04,5,2020,737689.0
1283,2020-09-20 00:00:00,Bookcases - Expedita,338.19,4,2020,737688.0
1284,2020-09-19 00:00:00,Chairs - Fuga,633.67,7,2020,737687.0
1285,2020-09-19 00:00:00,Phones - Repellat,309.34,9,2020,737687.0
1286,2020-09-18 00:00:00,Envelopes - Sit,736.11,8,2020,737686.0
1287,2020-09-18 00:00:00,Machines - Perspiciatis,766.32,7,2020,737686.0
1288,2020-09-18 00:00:00,Envelopes - Possimus,269.52,8,2020,737686.0
1289,2020-09-18 00:00:00,Copiers - Reprehenderit,828.53,5,2020,737686.0
1290,2020-09-17 00:00:00,Art - Nam,588.71,6,2020,737685.0
1291,2020-09-17 00:00:00,Chairs - Magnam,224.73,8,2020,737685.0
1292,2020-09-16 00:00:00,Machines - Iste,72.49,8,2020,737684.0
1293,2020-09-16 00:00:00,Bookcases - Eum,737.32,9,2020,737684.0
1294,2020-09-16 00:00:00,Machines - Mollitia,711.77,1,2020,737684.0
1295,2020-09-15 00:00:00,Tables - Repellendus,581.07,4,2020,737683.0
1296,2020-09-15 00:00:00,Envelopes - Nisi,118.63,6,2020,737683.0
1297,2020-09-15 00:00:00,Chairs - Accusantium,164.58,6,2020,737683.0
1298,2020-09-15 00:00:00,Copiers - Veritatis,939.03,4,2020,737683.0
1299,2020-09-14 00:00:00,Envelopes - Eos,139.57,5,2020,737682.0
1300,2020-09-14 00:00:00,Furnishings - Molestias,655.06,5,2020,737682.0
1301,2020-09-14 00:00:00,Paper - Exercitationem,420.79,9,2020,737682.0
1302,2020-09-13 00:00:00,Tables - Ad,80.61,2,2020,737681.0
1303,2020-09-12 00:00:00,Phones - Odio,737.2,2,2020,737680.0
1304,2020-09-11 00:00:00,Paper - Minima,538.75,5,2020,737679.0
1305,2020-09-10 00:00:00,Paper - Beatae,460.02,10,2020,737678.0
1306,2020-09-10 00:00:00,Furnishings - Optio,638.05,4,2020,737678.0
1307,2020-09-09 00:00:00,Bookcases - Accusamus,225.87,1,2020,737677.0
1308,2020-09-09 00:00:00,Paper - Laboriosam,197.02,6,2020,737677.0
1309,2020-09-09 00:00:00,Binders - Quidem,610.89,8,2020,737677.0
1310,2020-09-08 00:00:00,Paper - Ad,280.86,6,2020,737676.0
1311,2020-09-08 00:00:00,Envelopes - Cumque,897.56,1,2020,737676.0
1312,2020-09-08 00:00:00,Accessories - Blanditiis,784.32,10,2020,737676.0
1313,2020-09-08 00:00:00,Art - Expedita,324.12,7,2020,737676.0
1314,2020-09-08 00:00:00,Accessories - Reprehenderit,883.32,8,2020,737676.0
1315,2020-09-07 00:00:00,Furnishings - Animi,703.79,8,2020,737675.0
1316,2020-09-07 00:00:00,Tables - Id,529.35,6,2020,737675.0
1317,2020-09-07 00:00:00,Copiers - Iste,13.46,1,2020,737675.0
1318,2020-09-07 00:00:00,Phones - Temporibus,577.17,2,2020,737675.0
1319,2020-09-07 00:00:00,Tables - Ad,60.99,10,2020,737675.0
1320,2020-09-07 00:00:00,Paper - Similique,607.2,10,2020,737675.0
1321,2020-09-06 00:00:00,Binders - Perferendis,789.26,10,2020,737674.0
1322,2020-09-05 00:00:00,Machines - Quisquam,201.99,4,2020,737673.0
1323,2020-09-05 00:00:00,Accessories - Hic,24.07,7,2020,737673.0
1324,2020-09-04 00:00:00,Envelopes - Natus,440.03,7,2020,737672.0
1325,2020-09-04 00:00:00,Copiers - Facilis,730.3,10,2020,737672.0
1326,2020-09-04 00:00:00,Bookcases - Quam,20.73,10,2020,737672.0
1327,2020-09-04 00:00:00,Binders - Rem,407.26,8,2020,737672.0
1328,2020-09-04 00:00:00,Binders - Quaerat,989.86,3,2020,737672.0
1329,2020-09-03 00:00:00,Phones - Consequatur,874.97,3,2020,737671.0
1330,2020-09-03 00:00:00,Binders - Illo,992.46,4,2020,737671.0
1331,2020-09-02 00:00:00,Machines - Rerum,188.27,6,2020,737670.0
1332,2020-09-02 00:00:00,Chairs - Accusamus,489.22,3,2020,737670.0
1333,2020-09-01 00:00:00,Art - Deleniti,148.89,6,2020,737669.0
1334,2020-08-31 00:00:00,Phones - Consectetur,270.15,7,2020,737668.0
1335,2020-08-30 00:00:00,Phones - Amet,850.27,9,2020,737667.0
1336,2020-08-30 00:00:00,Accessories - Animi,573.81,9,2020,737667.0
1337,2020-08-30 00:00:00,Bookcases - Eos,23.85,7,2020,737667.0
1338,2020-08-29 00:00:00,Art - Recusandae,691.04,7,2020,737666.0
1339,2020-08-29 00:00:00,Paper - Possimus,702.8,7,2020,737666.0
1340,2020-08-28 00:00:00,Binders - Rem,480.12,9,2020,737665.0
1341,2020-08-28 00:00:00,Binders - Tempore,16.84,9,2020,737665.0
1342,2020-08-28 00:00:00,Copiers - Nam,867.87,3,2020,737665.0
1343,2020-08-27 00:00:00,Art - Ipsum,24.36,7,2020,737664.0
1344,2020-08-27 00:00:00,Machines - Voluptatibus,795.72,4,2020,737664.0
1345,2020-08-27 00:00:00,Paper - Nemo,400.98,2,2020,737664.0
1346,2020-08-27 00:00:00,Paper - Nostrum,213.85,10,2020,737664.0
1347,2020-08-27 00:00:00,Copiers - Ut,628.17,7,2020,737664.0
1348,2020-08-26 00:00:00,Binders - Quos,222.31,2,2020,737663.0
1349,2020-08-26 00:00:00,Copiers - Tempora,687.45,4,2020,737663.0
1350,2020-08-26 00:00:00,Chairs - Repellat,642.1,1,2020,737663.0
1351,2020-08-26 00:00:00,Binders - Laboriosam,543.39,4,2020,737663.0
