location_id,crop_id,year,area,production,fertilizer_qty,pesticide_qty,annual_rainfall,yield
13,77,1997,163173.0,82572.0,15529174.41,50583.63,1266.7,0.5060396021400599
13,82,1997,389690.0,516093.0,37086797.3,120803.9,1266.7,1.3243680874541301
13,83,1997,1501172.0,722773.0,142866539.2,465363.32,1266.7,0.481472476171951
13,84,1997,6137.0,15135.0,584058.29,1902.47,1266.7,2.466188691543099
13,97,1997,502797.0,1391132.0,47851190.49,155867.07,1266.7,2.7667865957831888
13,98,1997,48844.0,98932.0,4648483.48,15141.64,1266.7,2.0254688395708786
13,99,1997,9730.0,20893.0,926004.1,3016.3,1266.7,2.1472764645426516
13,155,1997,897921.0,1214282.0,85455141.57,278355.51,1266.7,1.3523260955028338
13,156,1997,27104.0,33696.0,2579487.68,8402.24,1266.7,1.243211334120425
13,157,1997,13521.0,25035.0,1286793.57,4191.51,1266.7,1.8515642334146882
13,165,1997,1031530.0,2340493.0,98170710.1,319774.3,1266.7,2.2689529146025804
13,166,1997,53889.0,109350.0,5128616.13,16705.59,1266.7,2.0291710738740747
13,167,1997,268044.0,762759.0,25509747.48,83093.64,1266.7,2.8456484756234053
13,197,1997,308857.0,28999269.0,29393920.69,95745.67,1266.7,93.89221872905584
13,220,1997,4342.0,24108.0,413228.14,1346.02,1266.7,5.552280055274068
13,229,1997,250698.0,118512.0,23858928.66,77716.38,1266.7,0.4727281430246751
14,3,1997,76145.0,93995.0,7246719.65,23604.95,3252.4,1.234421170135925
14,25,1997,173855.0,55520.0,16545780.35,53895.05,3252.4,0.3193465819217164
14,30,1997,96073.0,74142.0,9143267.41,29782.63,3252.4,0.7717256669407638
14,35,1997,884344.0,5210000000.0,84163018.48,274146.64,3252.4,5891.372588042662
14,211,1997,132875.0,2841819.0,12645713.75,41191.25,3252.4,21.38716086547507
18,3,1997,9569.0,12116.0,910681.73,2966.39,3818.2,1.266172013794545
18,5,1997,865.0,683.0,82322.05,268.15,3818.2,0.7895953757225433
18,18,1997,5239.0,63011.0,498595.63,1624.09,3818.2,12.027295285359802
18,32,1997,30.0,15.0,2855.1,9.3,3818.2,0.5
18,40,1997,7544.0,5590.0,717962.48,2338.64,3818.2,0.7409862142099682
18,53,1997,1766.0,1106.0,168070.22,547.46,3818.2,0.6262740656851642
18,59,1997,7357.0,45260.0,700165.69,2280.67,3818.2,6.151964115808074
18,65,1997,443.0,270.0,42160.31,137.33,3818.2,0.6094808126410836
18,87,1997,4243.0,34683.0,403806.31,1315.33,3818.2,8.174169219891587
18,93,1997,50.0,22.0,4758.5,15.5,3818.2,0.44
18,97,1997,17175.0,24878.0,1634544.75,5324.25,3818.2,1.4485007278020379
18,105,1997,4688.0,21558.0,446156.96,1453.28,3818.2,4.598549488054608
18,107,1997,861.0,713.0,81941.37,266.91,3818.2,0.8281068524970964
18,130,1997,1909.0,1511.0,181679.53,591.79,3818.2,0.7915138816134102
18,152,1997,20764.0,200509.0,1976109.88,6436.84,3818.2,9.656569061837796
18,161,1997,6914.0,4467.0,658005.38,2143.34,3818.2,0.6460804165461382
18,165,1997,105170.0,150101.0,10009028.9,32602.7,3818.2,1.4272225919939145
18,178,1997,1326.0,688.0,126195.42,411.06,3818.2,0.5188536953242836
18,184,1997,2804.0,2237.0,266856.68,869.24,3818.2,0.7977888730385164
18,189,1997,898.0,814.0,85462.66,278.38,3818.2,0.9064587973273942
18,197,1997,82.0,225.0,7803.94,25.42,3818.2,2.7439024390243905
18,206,1997,5212.0,16978.0,496026.04,1615.72,3818.2,3.2574827321565616
18,211,1997,3959.0,21087.0,376778.03,1227.29,3818.2,5.32634503662541
18,213,1997,742.0,505.0,70616.14,230.02,3818.2,0.6805929919137467
18,220,1997,1401.0,7126.0,133333.17,434.31,3818.2,5.086366880799429
18,229,1997,4287.0,6894.0,407993.79,1328.97,3818.2,1.6081175647305808
30,3,1997,8058.0,12423.0,766879.86,2497.98,1852.9,1.5416976917349219
30,8,1997,3630.0,2181.0,345467.1,1125.3,1852.9,0.6008264462809917
30,10,1997,207.0,95.0,19700.19,64.17,1852.9,0.45893719806763283
30,22,1997,6116.0,5034.0,582059.72,1895.96,1852.9,0.8230869849574886
30,27,1997,2674.0,7.0,254484.58,828.94,1852.9,0.002617801047120419
30,33,1997,660.0,46.0,62812.2,204.6,1852.9,0.0696969696969697
30,35,1997,24273.0,306202300.0,2310061.41,7524.63,1852.9,12614.934289127837
30,40,1997,26000.0,52000.0,2474420.0,8060.0,1852.9,2.0
30,53,1997,64034.0,55569.0,6094115.78,19850.54,1852.9,0.867804603804229
30,65,1997,25485.0,16994.0,2425407.45,7900.35,1852.9,0.6668236217382775
30,71,1997,29615.0,38672.0,2818459.55,9180.65,1852.9,1.3058247509707919
30,76,1997,5645.0,2556.0,537234.65,1749.95,1852.9,0.4527900797165633
30,85,1997,948.0,450.0,90221.16,293.88,1852.9,0.47468354430379744
30,87,1997,641574.0,7549700.0,61058597.58,198887.94,1852.9,11.767465639193608
30,91,1997,25261.0,28460.0,2404089.37,7830.91,1852.9,1.1266379003206524
30,95,1997,16486.0,4210.0,1568972.62,5110.66,1852.9,0.255368191192527
30,100,1997,35469.0,130390.0,3375584.73,10995.39,1852.9,3.676167921283374
30,103,1997,51202.0,35040.0,4872894.34,15872.62,1852.9,0.684348267645795
30,105,1997,9689.0,89000.0,922102.13,3003.59,1852.9,9.185674476210135
30,109,1997,1490.0,711.0,141803.3,461.9,1852.9,0.4771812080536913
30,110,1997,3269.0,1710.0,311110.73,1013.39,1852.9,0.5230957479351483
30,111,1997,9959.0,303.0,947798.03,3087.29,1852.9,0.030424741439903605
30,118,1997,50808100.0,38657300.0,4835406877.0,15750511.0,1852.9,0.7608491559416707
30,119,1997,6512.0,3522.0,619747.04,2018.72,1852.9,0.5408476658476659
30,135,1997,1279.0,725.0,121722.43,396.49,1852.9,0.5668491008600469
30,152,1997,284015.0,5581553.0,27029707.55,88044.65,1852.9,19.65231765927856
30,154,1997,12607.0,15330.0,1199808.19,3908.17,1852.9,1.2159911160466408
30,162,1997,327123.0,250950.0,31132295.91,101408.13,1852.9,0.7671426344219147
30,164,1997,423121.0,751970.0,40268425.57,131167.51,1852.9,1.7771984845942415
30,167,1997,1206829.0,3569520.0,114853915.9,374116.99,1852.9,2.957767836205461
30,169,1997,4270328.0,8915100.0,406407115.8,1323801.68,1852.9,2.087685067751236
30,172,1997,10800.0,3000.0,1027836.0,3348.0,1852.9,0.2777777777777778
30,176,1997,2015.0,9073.0,191767.55,624.65,1852.9,4.50272952853598
30,181,1997,127913.0,88943.0,12173480.21,39653.03,1852.9,0.6953398012711764
30,187,1997,5046.0,3222.0,480227.82,1564.26,1852.9,0.638525564803805
30,189,1997,1555.0,1172.0,147989.35,482.05,1852.9,0.7536977491961415
30,197,1997,25797.0,1818700.0,2455100.49,7997.07,1852.9,70.50044578826996
30,202,1997,278.0,1.0,26457.26,86.18,1852.9,0.0035971223021582736
30,220,1997,12481.0,23556.0,1187816.77,3869.11,1852.9,1.8873487701305984
30,223,1997,69271.0,44480.0,6592521.07,21474.01,1852.9,0.6421157482929364
30,224,1997,16694.0,10553.0,1588767.98,5175.14,1852.9,0.6321432850125793
30,229,1997,367374.0,810480.0,34962983.58,113885.94,1852.9,2.206144147381143
22,1,1998,66.0,23.0,6520.8,19.14,1434.5875,0.3484848484848485
22,10,1998,149.0,324.0,14721.2,43.21,1434.5875,2.174496644295302
22,23,1998,12.0,7.0,1185.6,3.48,1434.5875,0.5833333333333334
22,36,1998,2.0,1.0,197.6,0.58,1434.5875,0.5
22,42,1998,453.0,372.0,44756.4,131.37,1434.5875,0.8211920529801324
22,50,1998,8.0,23.0,790.4,2.32,1434.5875,2.875
22,69,1998,1046.0,2062.0,103344.8,303.34,1434.5875,1.97131931166348
22,125,1998,26.0,429.0,2568.8,7.54,1434.5875,16.5
22,155,1998,112.0,366.0,11065.6,32.48,1434.5875,3.267857142857143
22,165,1998,4945.0,11518.0,488566.0,1434.05,1434.5875,2.329221435793731
22,166,1998,13961.0,30220.0,1379346.8,4048.69,1434.5875,2.164601389585273
22,167,1998,5716.0,14863.0,564740.8,1657.64,1434.5875,2.6002449265220435
22,178,1998,147.0,120.0,14523.6,42.63,1434.5875,0.8163265306122449
22,184,1998,4.0,3.0,395.2,1.16,1434.5875,0.75
22,194,1998,2710.0,232369.0,267748.0,785.9,1434.5875,85.7450184501845
22,209,1998,649.0,19110.0,64121.2,188.21,1434.5875,29.445300462249616
3,3,1998,74457.0,55355.0,7356351.6,21592.53,2354.4,0.7434492391581718
3,5,1998,7657.0,5389.0,756511.6,2220.53,2354.4,0.703800444038135
3,18,1998,41885.0,581884.0,4138238.0,12146.65,2354.4,13.892419720663723
3,31,1998,1728.0,708.0,170726.4,501.12,2354.4,0.4097222222222222
3,35,1998,20166.0,149866000.0,1992400.8,5848.14,2354.4,7431.617574134682
3,40,1998,1652.0,751.0,163217.6,479.08,2354.4,0.45460048426150124
3,53,1998,14724.0,9690.0,1454731.2,4269.96,2354.4,0.6581092094539527
3,65,1998,3002.0,1503.0,296597.6,870.58,2354.4,0.5006662225183212
3,87,1998,78702.0,687173.0,7775757.6,22823.58,2354.4,8.731328301695001
3,94,1998,10222.0,5212.0,1009933.6,2964.38,2354.4,0.5098806495793387
3,97,1998,19810.0,13965.0,1957228.0,5744.9,2354.4,0.7049469964664311
3,105,1998,5260.0,25623.0,519688.0,1525.4,2354.4,4.871292775665399
3,117,1998,8753.0,4478.0,864796.4,2538.37,2354.4,0.5115960242202673
3,128,1998,8083.0,18341.0,798600.4,2344.07,2354.4,2.269083261165409
3,130,1998,116141.0,62330.0,11474730.8,33680.89,2354.4,0.5366752481897005
3,152,1998,76958.0,611077.0,7603450.4,22317.82,2354.4,7.940396060188674
3,161,1998,288829.0,135631.0,28536305.2,83760.41,2354.4,0.4695892725453469
3,164,1998,594979.0,520605.0,58783925.2,172543.91,2354.4,0.8749972688111681
3,167,1998,223913.0,446114.0,22122604.4,64934.77,2354.4,1.992354173272655
3,169,1998,1635230.0,2288114.0,161560724.0,474216.7,2354.4,1.3992612659992785
3,178,1998,15940.0,8210.0,1574872.0,4622.6,2354.4,0.5150564617314931
3,184,1998,10547.0,5450.0,1042043.6,3058.63,2354.4,0.5167346164786195
3,197,1998,30571.0,1223578.0,3020414.8,8865.59,2354.4,40.02414052533447
3,206,1998,9433.0,32437.0,931980.4,2735.57,2354.4,3.4386727446199514
3,211,1998,2798.0,13261.0,276442.4,811.42,2354.4,4.739456754824875
3,215,1998,1465.0,732.0,144742.0,424.85,2354.4,0.49965870307167237
3,220,1998,10729.0,7416.0,1060025.2,3111.41,2354.4,0.6912107372541709
3,229,1998,89591.0,90509.0,8851590.8,25981.39,2354.4,1.0102465649451395
7,3,1998,1500.0,1820.0,148200.0,435.0,2964.9,1.2133333333333334
7,18,1998,1900.0,14400.0,187720.0,551.0,2964.9,7.578947368421052
7,25,1998,250.0,70.0,24700.0,72.5,2964.9,0.28
7,30,1998,52875.0,15000.0,5224050.0,15333.75,2964.9,0.28368794326241137
7,35,1998,24858.0,121000000.0,2455970.4,7208.82,2964.9,4867.648242014643
7,68,1998,350.0,412.0,34580.0,101.5,2964.9,1.177142857142857
7,69,1998,1048.0,2124.0,103542.4,303.92,2964.9,2.0267175572519083
7,130,1998,8671.0,9220.0,856694.8,2514.59,2964.9,1.063314496597855
7,135,1998,1200.0,324.0,118560.0,348.0,2964.9,0.27
7,155,1998,2500.0,2476.0,247000.0,725.0,2964.9,0.9904
7,165,1998,41000.0,104249.0,4050800.0,11890.0,2964.9,2.542658536585366
7,166,1998,15439.0,46925.0,1525373.2,4477.31,2964.9,3.039380788911199
7,197,1998,1320.0,64000.0,130416.0,382.8,2964.9,48.484848484848484
13,3,1998,98047.0,648365.0,9687043.6,28433.63,1260.8,6.612797943843259
13,5,1998,475396.0,221453.0,46969124.8,137864.84,1260.8,0.46582848824979595
13,10,1998,415816.0,282231.0,41082620.8,120586.64,1260.8,0.678740115820459
13,11,1998,451.0,536.0,44558.8,130.79,1260.8,1.188470066518847
13,12,1998,846.0,498.0,83584.8,245.34,1260.8,0.5886524822695035
13,25,1998,4387.0,10342.0,433435.6,1272.23,1260.8,2.357419648962845
13,27,1998,20218.0,1153.0,1997538.4,5863.22,1260.8,0.057028390543080426
13,31,1998,27246.0,23245.0,2691904.8,7901.34,1260.8,0.8531527563679072
13,35,1998,310399.0,1611530000.0,30667421.2,90015.71,1260.8,5191.801519979123
13,38,1998,17935.0,2982.0,1771978.0,5201.15,1260.8,0.16626707555059939
13,40,1998,636495.0,976876.0,62885706.0,184583.55,1260.8,1.5347740359311541
13,53,1998,170319.0,146498.0,16827517.2,49392.51,1260.8,0.8601389157991768
13,57,1998,3574.0,3034.0,353111.2,1036.46,1260.8,0.8489087856743145
13,59,1998,3896.0,51169.0,384924.8,1129.84,1260.8,13.133726899383984
13,65,1998,355326.0,202508.0,35106208.8,103044.54,1260.8,0.5699217057012433
13,68,1998,1012577.0,929016.0,100042607.6,293647.33,1260.8,0.917476893115289
13,69,1998,217445.0,263118.0,21483566.0,63059.05,1260.8,1.2100439191519694
13,76,1998,189486.0,90718.0,18721216.8,54950.94,1260.8,0.47875832515330946
13,77,1998,134779.0,62084.0,13316165.2,39085.91,1260.8,0.46063555895206226
13,82,1998,420808.0,616645.0,41575830.4,122034.32,1260.8,1.4653832626756145
13,83,1998,1420162.0,1003450.0,140312005.6,411846.98,1260.8,0.7065743203944339
13,84,1998,8897.0,23144.0,879023.6,2580.13,1260.8,2.6013262897605935
13,94,1998,19806.0,6441.0,1956832.8,5743.74,1260.8,0.32520448348985154
13,97,1998,450472.0,1542607.0,44506633.6,130636.88,1260.8,3.4244237155694472
13,98,1998,49922.0,101605.0,4932293.6,14477.38,1260.8,2.0352750290453105
13,99,1998,11974.0,27080.0,1183031.2,3472.46,1260.8,2.2615667279104725
13,109,1998,311720.0,61227.0,30797936.0,90398.8,1260.8,0.19641665597330937
13,110,1998,15627.0,7005.0,1543947.6,4531.83,1260.8,0.4482626223843348
13,117,1998,41853.0,8104.0,4135076.4,12137.37,1260.8,0.1936300862542709
13,125,1998,79921.0,362053.0,7896194.8,23177.09,1260.8,4.530136009309193
13,126,1998,8882.0,91057.0,877541.6,2575.78,1260.8,10.251857689709524
13,127,1998,4797.0,55339.0,473943.6,1391.13,1260.8,11.536168438607463
13,143,1998,1730.0,15872.0,170924.0,501.7,1260.8,9.17456647398844
13,144,1998,494.0,4882.0,48807.2,143.26,1260.8,9.882591093117409
13,145,1998,1583.0,13707.0,156400.4,459.07,1260.8,8.658875552747947
13,149,1998,28755.0,317052.0,2840994.0,8338.95,1260.8,11.025978090766824
13,150,1998,4173.0,82124.0,412292.4,1210.17,1260.8,19.679846633117663
13,151,1998,1137.0,19387.0,112335.6,329.73,1260.8,17.051011433597186
13,152,1998,268.0,3910.0,26478.4,77.72,1260.8,14.58955223880597
13,155,1998,986173.0,1664767.0,97433892.4,285990.17,1260.8,1.688108475896217
13,156,1998,33833.0,45301.0,3342700.4,9811.57,1260.8,1.338959004522212
13,157,1998,10673.0,24008.0,1054492.4,3095.17,1260.8,2.2494144101939475
13,160,1998,6673.0,1790.0,659292.4,1935.17,1260.8,0.2682451670912633
13,165,1998,1079193.0,2599170.0,106624268.4,312965.97,1260.8,2.408438527677626
13,166,1998,51782.0,106072.0,5116061.6,15016.78,1260.8,2.0484338187014792
13,167,1998,295830.0,951569.0,29228004.0,85790.7,1260.8,3.2166075110705474
13,171,1998,97487.0,58727.0,9631715.6,28271.23,1260.8,0.6024085262650405
13,178,1998,115250.0,46673.0,11386700.0,33422.5,1260.8,0.40497180043383946
13,189,1998,65309.0,70294.0,6452529.2,18939.61,1260.8,1.076329449233643
13,199,1998,430676.0,127090.0,42550788.8,124896.04,1260.8,0.29509422396418655
13,200,1998,359514.0,112736.0,35519983.2,104259.06,1260.8,0.3135788870530772
13,201,1998,43156.0,24211.0,4263812.8,12515.24,1260.8,0.5610112151265177
13,220,1998,5007.0,25386.0,494691.6,1452.03,1260.8,5.07010185739964
13,229,1998,268981.0,219433.0,26575322.8,78004.49,1260.8,0.8157936805945402
14,3,1998,73639.0,68479.0,7275533.2,21355.31,3151.5,0.9299284346609813
14,18,1998,30521.0,386588.0,3015474.8,8851.09,3151.5,12.666295337636381
14,25,1998,182384.0,68510.0,18019539.2,52891.36,3151.5,0.3756360207035705
14,27,1998,41449.0,4990.0,4095161.2,12020.21,3151.5,0.12038891167458805
14,30,1998,91268.0,51336.0,9017278.4,26467.72,3151.5,0.5624753473287462
14,35,1998,882288.0,5132000000.0,87170054.4,255863.52,3151.5,5816.694775402137
14,40,1998,10999.0,17752.0,1086701.2,3189.71,3151.5,1.6139649059005363
14,53,1998,297.0,288.0,29343.6,86.13,3151.5,0.9696969696969697
14,57,1998,742.0,12614.0,73309.6,215.18,3151.5,17.0
14,62,1998,11107.0,39362.0,1097371.6,3221.03,3151.5,3.5438912397587106
14,68,1998,7021.0,5219.0,693674.8,2036.09,3151.5,0.7433414043583535
14,82,1998,2177.0,1108.0,215087.6,631.33,3151.5,0.5089572806614607
14,155,1998,1157.0,936.0,114311.6,335.53,3151.5,0.8089887640449438
14,164,1998,120217.0,235849.0,11877439.6,34862.93,3151.5,1.9618606353510735
14,167,1998,57700.0,144872.0,5700760.0,16733.0,3151.5,2.5107798960138648
14,169,1998,174714.0,346022.0,17261743.2,50667.06,3151.5,1.9805052829195142
14,178,1998,3303.0,1057.0,326336.4,957.87,3151.5,0.3200121102028459
14,197,1998,6160.0,472160.0,608608.0,1786.4,3151.5,76.64935064935065
14,206,1998,1099.0,11924.0,108581.2,318.71,3151.5,10.849863512283894
14,211,1998,112774.0,2630155.0,11142071.2,32704.46,3151.5,23.322352669941655
14,215,1998,41.0,228.0,4050.8,11.89,3151.5,5.560975609756097
14,220,1998,3706.0,8034.0,366152.8,1074.74,3151.5,2.167835941716136
18,3,1998,9585.0,11567.0,946998.0,2779.65,6552.7,1.2067814293166406
18,5,1998,861.0,678.0,85066.8,249.69,6552.7,0.7874564459930313
18,18,1998,5194.0,62888.0,513167.2,1506.26,6552.7,12.107816711590296
18,40,1998,7549.0,5599.0,745841.2,2189.21,6552.7,0.7416876407471188
18,53,1998,1764.0,1051.0,174283.2,511.56,6552.7,0.5958049886621315
18,59,1998,7403.0,45590.0,731416.4,2146.87,6552.7,6.158314196947184
18,65,1998,463.0,283.0,45744.4,134.27,6552.7,0.6112311015118791
18,87,1998,4241.0,27097.0,419010.8,1229.89,6552.7,6.389294977599623
18,93,1998,51.0,23.0,5038.8,14.79,6552.7,0.45098039215686275
18,97,1998,17219.0,25272.0,1701237.2,4993.51,6552.7,1.4676810500029038
18,105,1998,4681.0,21362.0,462482.8,1357.49,6552.7,4.563554795983764
18,107,1998,871.0,631.0,86054.8,252.59,6552.7,0.7244546498277842
18,130,1998,1938.0,1527.0,191474.4,562.02,6552.7,0.7879256965944272
18,152,1998,20753.0,201059.0,2050396.4,6018.37,6552.7,9.688189659326362
18,161,1998,6916.0,4576.0,683300.8,2005.64,6552.7,0.6616541353383458
18,165,1998,105402.0,149742.0,10413717.6,30566.58,6552.7,1.420675129504184
18,178,1998,1322.0,694.0,130613.6,383.38,6552.7,0.5249621785173979
18,184,1998,2823.0,2282.0,278912.4,818.67,6552.7,0.8083599008147361
18,189,1998,899.0,812.0,88821.2,260.71,6552.7,0.9032258064516129
18,197,1998,83.0,225.0,8200.4,24.07,6552.7,2.710843373493976
18,206,1998,5181.0,17291.0,511882.8,1502.49,6552.7,3.3373866049025285
18,211,1998,3963.0,21251.0,391544.4,1149.27,6552.7,5.362351753721928
18,215,1998,742.0,507.0,73309.6,215.18,6552.7,0.683288409703504
18,220,1998,1375.0,6997.0,135850.0,398.75,6552.7,5.088727272727272
18,229,1998,4287.0,6998.0,423555.6,1243.23,6552.7,1.6323769535805925
30,3,1998,8239.0,13665.0,814013.2,2389.31,2152.5,1.658575069790023
30,5,1998,2606.0,1672.0,257472.8,755.74,2152.5,0.6415963161933999
30,10,1998,175.0,84.0,17290.0,50.75,2152.5,0.48
30,21,1998,5938.0,5910.0,586674.4,1722.02,2152.5,0.9952846076119906
30,27,1998,2875.0,690.0,284050.0,833.75,2152.5,0.24
30,32,1998,54.0,38.0,5335.2,15.66,2152.5,0.7037037037037037
30,35,1998,24616.0,318174400.0,2432060.8,7138.64,2152.5,12925.511862203444
30,40,1998,200.0,73.0,19760.0,58.0,2152.5,0.365
30,53,1998,64354.0,51303.0,6358175.2,18662.66,2152.5,0.7971998632563633
30,59,1998,9398.0,18839.0,928522.4,2725.42,2152.5,2.0045754415833157
30,65,1998,23286.0,18971.0,2300656.8,6752.94,2152.5,0.8146955252082797
30,71,1998,30157.0,34994.0,2979511.6,8745.53,2152.5,1.160393938389097
30,77,1998,4958.0,2043.0,489850.4,1437.82,2152.5,0.41206131504638965
30,82,1998,886.0,414.0,87536.8,256.94,2152.5,0.4672686230248307
30,87,1998,612066.0,7373630.0,60472120.8,177499.14,2152.5,12.047115833913336
30,91,1998,23300.0,20850.0,2302040.0,6757.0,2152.5,0.8948497854077253
30,94,1998,10323.0,2691.0,1019912.4,2993.67,2152.5,0.26068003487358327
30,97,1998,38519.0,121161.0,3805677.2,11170.51,2152.5,3.1454866429554245
30,103,1998,51919.0,35600.0,5129597.2,15056.51,2152.5,0.6856834684797473
30,105,1998,9911.0,81030.0,979206.8,2874.19,2152.5,8.175764302290384
30,109,1998,822.0,429.0,81213.6,238.38,2152.5,0.5218978102189781
30,110,1998,2729.0,1598.0,269625.2,791.41,2152.5,0.585562477097838
30,111,1998,9320.0,2980.0,920816.0,2702.8,2152.5,0.3197424892703863
30,117,1998,7587.0,4100.0,749595.6,2200.23,2152.5,0.5403980492948465
30,135,1998,768.0,318.0,75878.4,222.72,2152.5,0.4140625
30,144,1998,9230.0,6776.0,911924.0,2676.7,2152.5,0.7341278439869989
30,152,1998,318199.0,6689636.0,31438061.2,92277.71,2152.5,21.023435020223193
30,155,1998,12895.0,15648.0,1274026.0,3739.55,2152.5,1.2134936021713842
30,161,1998,344358.0,251740.0,34022570.4,99863.82,2152.5,0.7310415323587661
30,164,1998,425002.0,740688.0,41990197.6,123250.58,2152.5,1.7427870927666222
30,167,1998,1450473.0,4921984.0,143306732.4,420637.17,2152.5,3.3933647851425017
30,169,1998,4028620.0,7653780.0,398027656.0,1168299.8,2152.5,1.8998515620733651
30,171,1998,48.0,16.0,4742.4,13.92,2152.5,0.3333333333333333
30,176,1998,1800.0,9280.0,177840.0,522.0,2152.5,5.155555555555556
30,181,1998,100425.0,85448.0,9921990.0,29123.25,2152.5,0.8508638287279064
30,184,1998,3742.0,1877.0,369709.6,1085.18,2152.5,0.5016034206306788
30,185,1998,1235.0,1387.0,122018.0,358.15,2152.5,1.123076923076923
30,189,1998,800.0,461.0,79040.0,232.0,2152.5,0.57625
30,197,1998,26949.0,2001900.0,2662561.2,7815.21,2152.5,74.28476010241567
30,199,1998,149.0,111.0,14721.2,43.21,2152.5,0.7449664429530202
30,220,1998,12763.0,21487.0,1260984.4,3701.27,2152.5,1.6835383530517902
30,223,1998,58878.0,25071.0,5817146.4,17074.62,2152.5,0.42581269744216854
30,224,1998,15112.0,9700.0,1493065.6,4382.48,2152.5,0.6418740074113287
30,229,1998,367472.0,778090.0,36306233.6,106566.88,2152.5,2.1174130273871206
3,3,1999,73464.0,52924.0,7796734.32,19835.28,2201.8,0.7204072743112273
3,5,1999,7266.0,5102.0,771140.58,1961.82,2201.8,0.7021745114230663
3,18,1999,41922.0,583383.0,4449181.86,11318.94,2201.8,13.915915271217976
3,31,1999,1726.0,704.0,183180.38,466.02,2201.8,0.4078794901506373
3,35,1999,20238.0,150062000.0,2147858.94,5464.26,2201.8,7414.863128767664
3,40,1999,1637.0,746.0,173734.81,441.99,2201.8,0.45571166768478927
3,53,1999,14418.0,9516.0,1530182.34,3892.86,2201.8,0.6600083229296713
3,65,1999,2336.0,1196.0,247919.68,630.72,2201.8,0.511986301369863
3,87,1999,73545.0,657537.0,7805330.85,19857.15,2201.8,8.940607791148276
3,94,1999,10248.0,5323.0,1087620.24,2766.96,2201.8,0.5194184231069477
3,97,1999,19708.0,14056.0,2091610.04,5321.16,2201.8,0.7132129084635681
